Sample ID,Date,Time,,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5031Row7$Range14$@LH195 x 3IIH6,3/20/2024,12:43 PM,,6.03,9.02,3.63,1.42,1.35,67.24
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5031Row7$Range14$@LH195 x 3IIH6,3/20/2024,12:44 PM,,5.81,8.25,3.69,1.4,1.37,64.41
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5031Row7$Range14$@LH195 x 3IIH6,3/20/2024,12:46 PM,,5.97,8.71,3.65,1.61,1.42,66.61
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4009Row10$Range2$@Syngenta NK0659-3120-EZ1,3/20/2024,12:48 PM,,6.32,8.54,3.31,0.84,1.04,65.65
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4009Row10$Range2$@Syngenta NK0659-3120-EZ1,3/20/2024,12:49 PM,,6.2,9.24,3.85,0.84,1.1,64.13
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4009Row10$Range2$@Syngenta NK0659-3120-EZ1,3/20/2024,12:49 PM,,6.18,8.75,3.21,0.84,1.04,66.07
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5100Row26$Range16$@PHK56 x LH185,3/20/2024,12:52 PM,,6.16,8.69,3.77,1.29,1.02,63.19
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5100Row26$Range16$@PHK56 x LH185,3/20/2024,12:52 PM,,6.11,9.19,3.77,1.29,1.09,65.27
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5100Row26$Range16$@PHK56 x LH185,3/20/2024,12:53 PM,,6.2,8.9,3.71,1.28,1.01,63.79
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4056Row7$Range4$@PHW52 x LH185,3/20/2024,12:55 PM,,6.15,9.83,3.74,0.96,1.13,63.72
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4056Row7$Range4$@PHW52 x LH185,3/20/2024,12:56 PM,,5.63,10.33,4.17,0.64,1.08,65.61
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4056Row7$Range4$@PHW52 x LH185,3/20/2024,12:57 PM,,6,9.76,4.21,0.68,1.12,63.59
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6034Row10$Range25$@B37 x OH43,3/20/2024,12:59 PM,,6.14,10.4,3.66,2,0.96,60.76
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6034Row10$Range25$@B37 x OH43,3/20/2024,1:01 PM,,6.31,10.11,3.76,1.99,1.03,60.15
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6034Row10$Range25$@B37 x OH43,3/20/2024,1:02 PM,,6.18,10.29,3.75,1.85,0.98,60.56
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5154Row5$Range19$@LH82 x PHJ89,3/20/2024,1:04 PM,,6.14,8.52,3.75,0.47,1.11,66.69
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5154Row5$Range19$@LH82 x PHJ89,3/20/2024,1:05 PM,,5.95,8.91,4.17,0.32,1.13,64.12
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5154Row5$Range19$@LH82 x PHJ89,3/20/2024,1:06 PM,,5.8,8.83,3.87,0.43,1.05,65.3
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4134Row10$Range7$@66 x I159,3/20/2024,1:07 PM,,6.7,9.09,3.1,0.92,0.85,66.76
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4134Row10$Range7$@66 x I159,3/20/2024,1:08 PM,,6.62,9.33,3.68,0.82,0.9,64.97
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4134Row10$Range7$@66 x I159,3/20/2024,1:09 PM,,6.55,9.22,2.73,1.25,0.95,64.77
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6082Row8$Range27$@WF9 x H95,3/20/2024,1:11 PM,,5.69,12.74,3.56,1.57,1.28,61.09
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6082Row8$Range27$@WF9 x H95,3/20/2024,1:12 PM,,5.4,12.83,3.93,1.34,1.22,60.82
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6082Row8$Range27$@WF9 x H95,3/20/2024,1:12 PM,,5.88,12.65,3.95,1.57,1.34,63.58
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6103Row4$Range28$@PHT69 x 3IIH6,3/20/2024,1:14 PM,,6.3,11.03,3.97,1.61,1.51,63.06
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6103Row4$Range28$@PHT69 x 3IIH6,3/20/2024,1:15 PM,,6.47,10.78,3.99,1.96,1.53,64.39
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6103Row4$Range28$@PHT69 x 3IIH6,3/20/2024,1:16 PM,,6.49,10.92,3.89,2.16,1.57,64.18
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4089Row15$Range5$@LH82 x PHJ89,3/20/2024,1:18 PM,,6.48,10.55,3.95,0.62,1.19,64.58
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4089Row15$Range5$@LH82 x PHJ89,3/20/2024,1:19 PM,,6.17,11,3.81,0.78,1.21,63.42
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4089Row15$Range5$@LH82 x PHJ89,3/20/2024,1:20 PM,,6.81,11.18,4.57,0.41,1.21,64.24
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6151Row2$Range30$@LH185 x LH82,3/20/2024,1:23 PM,,6.07,10.93,4.23,0.65,1.04,65.43
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6151Row2$Range30$@LH185 x LH82,3/20/2024,1:24 PM,,5.52,10.97,3.39,1,1.05,64.64
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6151Row2$Range30$@LH185 x LH82,3/20/2024,1:24 PM,,5.51,11.01,3.63,0.93,1.05,64.41
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6211Row12$Range32$@PHK56 x 3IIH6,3/20/2024,1:27 PM,,5.75,9.68,4.44,1.08,1.27,62.03
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6211Row12$Range32$@PHK56 x 3IIH6,3/20/2024,1:28 PM,,5.68,9.66,4.24,1.01,1.24,62.12
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6211Row12$Range32$@PHK56 x 3IIH6,3/20/2024,1:29 PM,,5.65,9.9,3.99,0.9,1.16,62.46
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4156Row7$Range8$@2369 x PHZ51,3/20/2024,1:31 PM,,6.32,8.9,4.15,0.72,1.01,67.04
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4156Row7$Range8$@2369 x PHZ51,3/20/2024,1:32 PM,,6.33,8.77,3.92,0.57,0.96,67.06
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4156Row7$Range8$@2369 x PHZ51,3/20/2024,1:32 PM,,6.41,8.86,4.01,0.51,0.95,66.97
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6209Row10$Range32$@LH145 x LH162,3/20/2024,1:34 PM,,5.89,10.3,4.27,0.81,1.07,65.13
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6209Row10$Range32$@LH145 x LH162,3/20/2024,1:35 PM,,6.21,10.09,3.68,0.93,1.06,65.86
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6209Row10$Range32$@LH145 x LH162,3/20/2024,1:36 PM,,6.21,10.74,4.2,0.83,1.11,65.25
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6179Row5$Range31$@PHW52 x PHN82,3/20/2024,1:38 PM,,6.8,9.63,3.81,0.85,1,65.6
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6179Row5$Range31$@PHW52 x PHN82,3/20/2024,1:39 PM,,6.51,9.63,3.86,0.82,1.01,65.09
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6179Row5$Range31$@PHW52 x PHN82,3/20/2024,1:39 PM,,6.62,9.97,3.87,0.77,1.04,65.5
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4104Row5$Range6$@PHG39 x PHM49,3/20/2024,1:57 PM,,6,9.7,3.6,1.35,1.01,63.16
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4104Row5$Range6$@PHG39 x PHM49,3/20/2024,1:58 PM,,6.21,9.5,3.98,1.19,0.97,65.34
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4104Row5$Range6$@PHG39 x PHM49,3/20/2024,1:59 PM,,6.28,9.25,3.09,1.66,1.07,63.43
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4028Row4$Range3$@2369 x PHZ51,3/20/2024,2:00 PM,,6.14,8.94,4.2,0.6,0.98,66.66
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4028Row4$Range3$@2369 x PHZ51,3/20/2024,2:02 PM,,5.74,9.5,3.66,0.84,1.04,65.55
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4028Row4$Range3$@2369 x PHZ51,3/20/2024,2:03 PM,,5.69,9.6,4.17,0.69,1.02,66.55
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4184Row10$Range9$@PHK56 x LH185,3/20/2024,2:05 PM,,6.53,10.23,3.68,1.58,1.01,62.77
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4184Row10$Range9$@PHK56 x LH185,3/20/2024,2:06 PM,,6.78,9.98,4.32,1.35,1.09,61.08
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4184Row10$Range9$@PHK56 x LH185,3/20/2024,2:06 PM,,6.71,10.06,3.51,1.49,1.05,64.81
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6111Row12$Range28$@PHK56 x LH82,3/20/2024,2:09 PM,,6.48,9.88,4.16,0.8,1.06,64.56
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6111Row12$Range28$@PHK56 x LH82,3/20/2024,2:09 PM,,5.91,9.9,3.94,0.78,1.07,64.44
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6111Row12$Range28$@PHK56 x LH82,3/20/2024,2:10 PM,,6.15,10.02,3.72,0.94,0.98,64.82
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6203Row4$Range32$@LH198 x PHZ51,3/20/2024,2:12 PM,,6.4,8.77,3.52,1.12,1.02,66.38
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6203Row4$Range32$@LH198 x PHZ51,3/20/2024,2:13 PM,,6.39,8.7,3.73,0.99,0.97,66.8
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6203Row4$Range32$@LH198 x PHZ51,3/20/2024,2:14 PM,,6.08,9.3,4.68,0.63,1.08,66.04
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6086Row12$Range27$@LH123HT x 3IIH6,3/20/2024,2:16 PM,,6.13,10.26,4.04,1.5,1.21,61.45
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6086Row12$Range27$@LH123HT x 3IIH6,3/20/2024,2:17 PM,,6.13,10.45,3.91,1.46,1.23,62.21
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6086Row12$Range27$@LH123HT x 3IIH6,3/20/2024,2:18 PM,,6.43,9.99,3.74,1.55,1.27,63.8
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5064Row15$Range15$@PHK56 x LH82,3/20/2024,2:20 PM,,5.54,9.13,3.71,0.7,0.98,64.97
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5064Row15$Range15$@PHK56 x LH82,3/20/2024,2:20 PM,,6.04,8.59,3.51,1.01,1.04,63.38
Lincoln$Hybrid HIPS$75N$Dryland$Rep$1$Plot5064Row15$Range15$@PHK56 x LH82,3/20/2024,2:21 PM,,5.64,8.27,3.75,1.14,1.13,63.51
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4204Row5$Range10$@PHB47 x PHK56,3/20/2024,2:23 PM,,6.01,10.22,3.55,0.72,0.86,64.42
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4204Row5$Range10$@PHB47 x PHK56,3/20/2024,2:24 PM,,6.35,10.26,4.03,0.81,0.91,64.82
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4204Row5$Range10$@PHB47 x PHK56,3/20/2024,2:25 PM,,6.02,10.16,3.9,0.85,0.91,65.25
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4185Row11$Range9$@PHW52 x LH185,3/20/2024,2:26 PM,,6.65,8.96,3.69,1.02,1.09,63.49
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4185Row11$Range9$@PHW52 x LH185,3/20/2024,2:27 PM,,6.15,8.88,3.42,1.07,1.03,64.56
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4185Row11$Range9$@PHW52 x LH185,3/20/2024,2:28 PM,,6.53,9.01,3.83,0.98,1.03,65.48
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6187Row13$Range31$@B73 x Mo17,3/20/2024,2:29 PM,,6.34,10.77,3.77,1.87,1.41,65.14
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6187Row13$Range31$@B73 x Mo17,3/20/2024,2:30 PM,,6.13,11.26,3.93,1.72,1.32,62.99
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6187Row13$Range31$@B73 x Mo17,3/20/2024,2:31 PM,,6.24,10.87,3.69,1.73,1.28,63.68
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6175Row26$Range30$@LH82 x W606S,3/20/2024,2:32 PM,,5.92,9.3,3.51,0.55,1.05,66.23
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6175Row26$Range30$@LH82 x W606S,3/20/2024,2:33 PM,,6.03,9.26,3.27,0.54,1,65.99
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6175Row26$Range30$@LH82 x W606S,3/20/2024,2:34 PM,,6.41,8.79,3.85,0.73,1.11,63.23
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5205Row6$Range21$@2369 x LH123HT,3/20/2024,2:36 PM,,6.09,10.28,3.49,1.46,0.84,65
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5205Row6$Range21$@2369 x LH123HT,3/20/2024,2:36 PM,,6.23,9.96,4.12,1.39,0.93,64.91
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5205Row6$Range21$@2369 x LH123HT,3/20/2024,2:37 PM,,6.21,9.92,3.59,1.01,0.88,65.82
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4188Row14$Range9$@PHW52 x PHZ51,3/20/2024,2:39 PM,,6.45,8.14,4.14,0.48,0.95,66.73
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4188Row14$Range9$@PHW52 x PHZ51,3/20/2024,2:40 PM,,6.35,7.88,3.83,0.57,0.98,66.71
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4188Row14$Range9$@PHW52 x PHZ51,3/20/2024,2:41 PM,,5.74,7.83,3.61,0.63,0.97,66.79
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6051Row2$Range26$@2FACC x 3IIH6,3/20/2024,2:43 PM,,5.58,9.78,3.81,1.55,1.38,65.51
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6051Row2$Range26$@2FACC x 3IIH6,3/20/2024,2:43 PM,,5.27,10.18,4.04,1.54,1.34,66.43
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6051Row2$Range26$@2FACC x 3IIH6,3/20/2024,2:45 PM,,5.49,10.32,3.87,1.58,1.37,66.44
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4230Row6$Range11$@66 x Os426,3/20/2024,2:46 PM,,6.22,10.7,3.89,1.2,1.11,64.9
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4230Row6$Range11$@66 x Os426,3/20/2024,2:47 PM,,5.67,10.68,4.36,0.99,1.17,62.94
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4230Row6$Range11$@66 x Os426,3/20/2024,2:48 PM,,6.2,10.37,3.61,1.26,1.04,65.52
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5162Row13$Range19$@Pioneer P0589 AMXT,3/20/2024,2:51 PM,,5.38,7.8,3.47,1.38,1.1,64.21
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5162Row13$Range19$@Pioneer P0589 AMXT,3/20/2024,2:51 PM,,5.31,8.01,3.66,1.22,1.14,64.24
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5162Row13$Range19$@Pioneer P0589 AMXT,3/20/2024,2:52 PM,,5.33,7.98,3.74,1,1.08,64.38
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5189Row15$Range20$@PHW52 x PHM49,3/20/2024,2:55 PM,,6.17,10.5,3.55,1.33,0.97,64.87
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5189Row15$Range20$@PHW52 x PHM49,3/20/2024,2:55 PM,,6.18,10.32,4.29,0.84,0.99,64.96
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5189Row15$Range20$@PHW52 x PHM49,3/20/2024,2:56 PM,,6.14,9.84,3.75,1.17,0.94,65.79
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6165Row16$Range30$@LH195 x 3IIH6,3/20/2024,2:59 PM,,5.91,10.83,4.16,1.32,1.35,63.83
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6165Row16$Range30$@LH195 x 3IIH6,3/20/2024,3:00 PM,,6.26,10.82,4.12,1.64,1.49,64.51
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6165Row16$Range30$@LH195 x 3IIH6,3/20/2024,3:01 PM,,6.06,10.76,4.07,1.29,1.4,66.27
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4050Row26$Range3$@2369 x PHP02,3/20/2024,3:03 PM,,6.2,10.8,4.23,0.95,1.05,64.52
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4050Row26$Range3$@2369 x PHP02,3/20/2024,3:04 PM,,6.17,10.65,3.87,0.98,0.97,65.29
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4050Row26$Range3$@2369 x PHP02,3/20/2024,3:05 PM,,6.19,10.43,3.65,0.99,1,65.14
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5179Row5$Range20$@PHN46 x W606S,3/20/2024,3:06 PM,,6.31,7.16,3.4,0.47,0.79,68.51
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5179Row5$Range20$@PHN46 x W606S,3/20/2024,3:06 PM,,5.85,7.68,4.2,0.41,0.96,66.15
Lincoln$Hybrid HIPS$75N$Dryland$Rep$2$Plot5179Row5$Range20$@PHN46 x W606S,3/20/2024,3:07 PM,,5.83,7.26,3.19,0.47,0.89,67.7
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4131Row7$Range7$@B7 x A344,3/20/2024,3:09 PM,,6.21,11.45,4.08,1.2,1.03,63.46
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4131Row7$Range7$@B7 x A344,3/20/2024,3:10 PM,,5.78,11.41,3.96,1.15,1.05,62.68
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4131Row7$Range7$@B7 x A344,3/20/2024,3:11 PM,,6.29,11.44,4.07,1.07,1.05,64
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6036Row12$Range25$@PHG39 x PHM49,3/20/2024,3:13 PM,,6.31,10.1,3.83,0.84,0.93,65.59
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6036Row12$Range25$@PHG39 x PHM49,3/20/2024,3:13 PM,,6.19,10.39,3.43,0.94,0.9,65.18
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6036Row12$Range25$@PHG39 x PHM49,3/20/2024,3:14 PM,,6.49,10.8,3.98,0.93,0.95,65.16
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6215Row16$Range32$@PHN46 x PHB47,3/20/2024,3:15 PM,,5.9,9.66,3.19,1.11,0.82,66.18
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6215Row16$Range32$@PHN46 x PHB47,3/20/2024,3:16 PM,,6.44,9.5,3.52,0.91,0.86,65.87
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6215Row16$Range32$@PHN46 x PHB47,3/20/2024,3:17 PM,,6.09,9.76,3.56,0.98,0.89,66.04
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6156Row7$Range30$@PHP02 x PHJ89,3/20/2024,3:18 PM,,5.79,9.72,4.17,0.76,1.2,63.4
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6156Row7$Range30$@PHP02 x PHJ89,3/20/2024,3:19 PM,,5.7,9.76,4.13,0.92,1.26,63.55
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6156Row7$Range30$@PHP02 x PHJ89,3/20/2024,3:20 PM,,5.84,9.88,4.35,0.55,1.18,63.72
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4081Row7$Range5$@LH195 x 3IIH6,3/20/2024,3:22 PM,,6.31,10.26,3.6,1.76,1.44,65.19
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4081Row7$Range5$@LH195 x 3IIH6,3/20/2024,3:23 PM,,5.74,10.38,4.15,1.22,1.33,63.96
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4081Row7$Range5$@LH195 x 3IIH6,3/20/2024,3:23 PM,,5.96,10.39,3.72,1.62,1.39,66.84
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6077Row3$Range27$@PHW52 x PHN82,3/20/2024,3:25 PM,,5.77,10.13,4.04,0.7,1.02,66.66
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6077Row3$Range27$@PHW52 x PHN82,3/20/2024,3:26 PM,,5.83,10.04,4.01,0.42,0.99,66.11
Lincoln$Hybrid HIPS$225N$Dryland$Rep$1$Plot6077Row3$Range27$@PHW52 x PHN82,3/20/2024,3:26 PM,,5.76,10.17,4.8,0.49,1.06,66.04
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4153Row4$Range8$@K201 x Os426,3/20/2024,3:28 PM,,6.2,12.89,4.04,1.37,1.24,63.23
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4153Row4$Range8$@K201 x Os426,3/20/2024,3:29 PM,,5.6,13.18,4.06,1.21,1.23,62.6
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4153Row4$Range8$@K201 x Os426,3/20/2024,3:29 PM,,6.21,13.19,4.14,1.54,1.17,62.77
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4145Row21$Range7$@Syngenta NK0659-3120-EZ1,3/20/2024,3:47 PM,,6.9,8.69,3.52,1.09,1.15,64.88
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4145Row21$Range7$@Syngenta NK0659-3120-EZ1,3/20/2024,3:48 PM,,6.73,8.8,3.75,1.02,1.12,64.02
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4145Row21$Range7$@Syngenta NK0659-3120-EZ1,3/20/2024,3:48 PM,,6.55,8.21,3.62,1.06,1.09,63.16
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4070Row21$Range4$@Os426 x CI 3A,3/20/2024,3:50 PM,,6.8,11.82,4.38,0.95,1.1,63.87
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4070Row21$Range4$@Os426 x CI 3A,3/20/2024,3:50 PM,,6.73,12.14,4.04,1.25,1.11,63.15
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4070Row21$Range4$@Os426 x CI 3A,3/20/2024,3:51 PM,,6.64,11.96,3.96,1.11,1.07,62.93
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4100Row26$Range5$@'Iowa I 205' x I159,3/20/2024,3:53 PM,,5.79,11.04,3.48,1.19,1,63.05
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4100Row26$Range5$@'Iowa I 205' x I159,3/20/2024,3:53 PM,,6.03,11.33,3.77,1.09,0.97,62.86
Lincoln$Hybrid HIPS$150N$Dryland$Rep$1$Plot4100Row26$Range5$@'Iowa I 205' x I159,3/20/2024,3:54 PM,,6.34,11.1,3.36,1.28,0.9,63.94
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4205Row6$Range10$@LH123HT x 3IIH6,3/20/2024,3:55 PM,,6.19,9.64,3.55,1.41,1.16,64.22
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4205Row6$Range10$@LH123HT x 3IIH6,3/20/2024,3:56 PM,,6,9.45,3.76,1.24,1.12,62.72
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4205Row6$Range10$@LH123HT x 3IIH6,3/20/2024,3:56 PM,,6.01,9.43,3.63,1.24,1.07,62.98
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6198Row24$Range31$@B84 x 3IIH6,3/20/2024,3:57 PM,,6.28,10.14,3.92,2.16,1.51,61.75
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6198Row24$Range31$@B84 x 3IIH6,3/20/2024,3:58 PM,,5.89,10.26,4.12,2.09,1.48,64.04
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6198Row24$Range31$@B84 x 3IIH6,3/20/2024,3:59 PM,,6.26,9.9,4.14,2.08,1.52,60.2
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4138Row14$Range7$@LH195 x 3IIH6,3/20/2024,4:00 PM,,6.19,8.54,4.04,1.66,1.51,63.41
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4138Row14$Range7$@LH195 x 3IIH6,3/20/2024,4:01 PM,,5.78,8.51,3.9,1.26,1.33,65.31
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4138Row14$Range7$@LH195 x 3IIH6,3/20/2024,4:01 PM,,5.97,8.32,3.62,1.54,1.39,66.92
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4206Row7$Range10$@PHW52 x PHM49,3/20/2024,4:03 PM,,6.41,8.98,4.3,0.56,0.9,66.12
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4206Row7$Range10$@PHW52 x PHM49,3/20/2024,4:03 PM,,5.92,9.81,3.7,1.13,1.01,63.6
Lincoln$Hybrid HIPS$150N$Dryland$Rep$2$Plot4206Row7$Range10$@PHW52 x PHM49,3/20/2024,4:04 PM,,6.26,9.13,3.39,1.46,1.05,63.03
Lincoln$Hybrid HIPS$225N$Dryland$Rep$2$Plot6186Row12$Range31$@LH74 x PHN82,3/20/2024,4:05 PM,,5.74,11.05,3.87,1.05,1.06,63.99
