Sample ID,Date,Time,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
22-A-1593866-BULK,2/16/2024,2:09 PM,8.39,12.11,3.61,0.69,1.15,60.63
22-A-1593866-BULK,2/16/2024,2:10 PM,8.37,12.31,3.66,0.58,1.08,60.72
22-A-1593866-BULK,2/16/2024,2:10 PM,8.27,12.14,3.36,0.8,1.11,61.05
22-A-1593845-BULK,2/16/2024,2:11 PM,7.96,14.45,4.85,1.41,1.27,55.12
22-A-1593845-BULK,2/16/2024,2:12 PM,8.68,13.7,5.35,1.24,1.31,54.02
22-A-1593845-BULK,2/16/2024,2:12 PM,8.17,13.47,5.2,1.32,1.3,56.06
22-A-1593666-BULK,2/16/2024,2:13 PM,9.15,10.4,3.13,1.43,1.23,59.41
22-A-1593666-BULK,2/16/2024,2:14 PM,9.23,10.84,3.14,1.65,1.26,58.61
22-A-1593666-BULK,2/16/2024,2:15 PM,9.03,10.45,3.61,1.42,1.3,59.12
22-A-1593797-BULK,2/16/2024,2:16 PM,9.02,8.32,4.13,0.84,1.14,62.09
22-A-1593797-BULK,2/16/2024,2:16 PM,9.33,7.61,3.5,1.15,1.1,63.2
22-A-1593797-BULK,2/16/2024,2:17 PM,8.68,7.86,3.29,0.91,1.04,64.02
22-A-1593771-BULK,2/16/2024,2:18 PM,9.1,10.42,2.59,1.55,1.2,62.22
22-A-1593771-BULK,2/16/2024,2:18 PM,8.88,10.06,2.92,1.5,1.18,62.69
22-A-1593771-BULK,2/16/2024,2:19 PM,8.92,9.8,2.99,1.36,1.16,61.94
22-A-1593738-BULK,2/16/2024,2:20 PM,8.9,10.19,2.92,1.27,1.12,62
22-A-1593738-BULK,2/16/2024,2:20 PM,8.73,9.55,3.5,1.36,1.19,62.54
22-A-1593738-BULK,2/16/2024,2:21 PM,8.52,8.77,2.75,1.4,1.09,64.02
22-A-1593687-BULK,2/16/2024,2:22 PM,8.81,12.96,3.45,1.53,1.07,57.36
22-A-1593687-BULK,2/16/2024,2:22 PM,8.96,12.88,4.1,1.43,1.15,56.35
22-A-1593687-BULK,2/16/2024,2:23 PM,8.72,12.81,3.89,1.36,1.12,57.52
22-A-1593704-BULK,2/16/2024,2:24 PM,9.06,9.64,3.58,1.05,1.12,61.42
22-A-1593704-BULK,2/16/2024,2:25 PM,9.02,10.86,3.52,1.11,1.19,61.32
22-A-1593704-BULK,2/16/2024,2:25 PM,9.05,10.15,4.78,0.96,1.25,60.56
22-A-1593785-BULK,2/16/2024,2:26 PM,8.51,8.63,3.07,0.92,1.05,63.96
22-A-1593785-BULK,2/16/2024,2:27 PM,8.74,8.17,3.7,1,1.1,63.51
22-A-1593785-BULK,2/16/2024,2:27 PM,8.53,8.26,3.8,0.69,1.08,63.61
22-A-1593799-BULK,2/16/2024,2:28 PM,8.67,12.83,3.77,2.56,1.35,57.22
22-A-1593799-BULK,2/16/2024,2:29 PM,8.3,12.58,4.32,2.75,1.39,56.71
22-A-1593799-BULK,2/16/2024,2:29 PM,7.97,12.77,4.14,2.67,1.39,58.09
22-A-1593804-BULK,2/16/2024,2:30 PM,8.82,11.2,4.28,1.19,1.23,59.41
22-A-1593804-BULK,2/16/2024,2:30 PM,9.18,11.18,4.12,0.98,1.23,60.27
22-A-1593804-BULK,2/16/2024,2:31 PM,9.16,10.86,4.61,0.81,1.26,59.94
22-A-1593841-BULK,2/16/2024,2:32 PM,8.81,8.13,4.19,0.36,1.14,63.33
22-A-1593841-BULK,2/16/2024,2:32 PM,8.91,8.4,3.07,0.75,1.1,63.47
22-A-1593841-BULK,2/16/2024,2:33 PM,9.07,8.09,3.33,0.77,1.1,63.98
22-A-1593848-BULK,2/16/2024,2:34 PM,8.68,9.28,4.98,0.38,1.18,62.04
22-A-1593848-BULK,2/16/2024,2:35 PM,8.98,9.75,3.42,1.01,1.05,61.46
22-A-1593848-BULK,2/16/2024,2:35 PM,9.39,9.69,3.16,1.13,1.04,61.19
22-A-1593806-BULK,2/16/2024,2:37 PM,9.02,8.91,3.58,0.89,1.12,62.97
22-A-1593806-BULK,2/16/2024,2:37 PM,9.15,8.29,2.92,1.16,1.11,63.19
22-A-1593806-BULK,2/16/2024,2:38 PM,9.17,8.32,3.56,0.69,1.13,63.17
22-A-1593728-BULK,2/16/2024,2:39 PM,9.51,6.82,3.95,0.42,1.06,64
22-A-1593728-BULK,2/16/2024,2:39 PM,8.89,7.65,3.87,0.54,1.04,64.3
22-A-1593728-BULK,2/16/2024,2:40 PM,9.38,7.56,4.69,0.2,1.14,62.93
22-A-1593734-BULK,2/16/2024,2:41 PM,9.15,9.63,2.79,2.13,1.03,60.01
22-A-1593734-BULK,2/16/2024,2:42 PM,8.9,9.67,3.69,2.05,1.17,59.74
22-A-1593734-BULK,2/16/2024,2:42 PM,9.01,9.74,3.28,1.91,1.09,60.46
22-A-1593742-BULK,2/16/2024,2:43 PM,8.06,8.17,3.62,1.14,0.91,62.62
22-A-1593742-BULK,2/16/2024,2:44 PM,8.55,8.39,4.05,1.35,0.98,61.92
22-A-1593742-BULK,2/16/2024,2:45 PM,8.45,8.03,3.46,1.45,0.89,62.76
22-A-1593680-BULK,2/16/2024,2:46 PM,8.53,10.44,4.71,-0.26,1.2,62.27
22-A-1593680-BULK,2/16/2024,2:46 PM,8.4,10.7,5.02,-0.29,1.22,62.61
22-A-1593680-BULK,2/16/2024,2:47 PM,8.52,10.97,4.23,-0.13,1.13,62.49
22-A-1593778-BULK,2/16/2024,2:48 PM,8.96,11.32,2.84,1.96,0.98,59.81
22-A-1593778-BULK,2/16/2024,2:48 PM,8.89,11.42,3.56,1.95,1.07,58.03
22-A-1593778-BULK,2/16/2024,2:49 PM,8.77,11.58,3.24,2.15,1.06,58.49
22-A-1593755-BULK,2/16/2024,2:50 PM,8.95,9.5,2.95,1.53,1.09,62.05
22-A-1593755-BULK,2/16/2024,2:50 PM,8.78,9.29,3.5,1.15,1.12,63.06
22-A-1593755-BULK,2/16/2024,2:51 PM,8.86,8.66,3.18,1.42,1.08,63.26
22-A-1593745-BULK,2/16/2024,3:01 PM,8.45,9.56,3.36,0.85,1.1,62.45
22-A-1593745-BULK,2/16/2024,3:02 PM,8.55,9.69,3.33,0.52,1.09,63.09
22-A-1593745-BULK,2/16/2024,3:02 PM,9,9.7,3.73,0.65,1.07,63.44
22-A-1593772-BULK,2/16/2024,3:03 PM,8.75,12.97,5.8,1.25,1.45,56.47
22-A-1593772-BULK,2/16/2024,3:04 PM,8.42,13.24,5.5,1.65,1.43,56.15
22-A-1593772-BULK,2/16/2024,3:04 PM,8.82,13.32,5.6,1.35,1.44,56.58
22-A-1593721-BULK,2/16/2024,3:05 PM,9.24,14.03,5.73,1.25,1.52,53.29
22-A-1593721-BULK,2/16/2024,3:05 PM,9.07,14.25,6.21,1.21,1.54,52.22
22-A-1593721-BULK,2/16/2024,3:06 PM,8.75,13.9,6.49,1.04,1.56,52.1
22-A-1593685-BULK,2/16/2024,3:07 PM,8.98,9.47,4.35,0.52,1.13,61.67
22-A-1593685-BULK,2/16/2024,3:07 PM,9.04,9.51,3.98,0.73,1.11,61.7
22-A-1593685-BULK,2/16/2024,3:08 PM,8.69,9.41,3.61,0.93,1.1,62.05
22-A-1593811-BULK,2/16/2024,3:09 PM,9.1,9.58,5.26,0.46,1.27,61
22-A-1593811-BULK,2/16/2024,3:10 PM,8.85,9.43,4.61,0.7,1.21,61.44
22-A-1593811-BULK,2/16/2024,3:10 PM,8.77,9.31,3.66,0.73,1.08,61.07
22-A-1593814-BULK,2/16/2024,3:11 PM,9.36,7.91,3.31,1.04,1.13,63.74
22-A-1593814-BULK,2/16/2024,3:13 PM,8.95,7.69,3.72,0.74,1.18,64.14
22-A-1593814-BULK,2/16/2024,3:13 PM,9.2,7.93,3.46,0.91,1.16,63.52
22-A-1593854-BULK,2/16/2024,3:14 PM,8.83,7.84,4.11,1.11,1.17,63.43
22-A-1593854-BULK,2/16/2024,3:15 PM,8.5,8.23,4.6,1.06,1.22,62.76
22-A-1593854-BULK,2/16/2024,3:15 PM,9.35,8.1,2.8,1.21,0.99,64.02
22-A-1593800-BULK,2/16/2024,3:16 PM,8.6,9.85,4.93,-0.1,1.22,61.67
22-A-1593800-BULK,2/16/2024,3:17 PM,8.68,9.29,3.82,0.08,1.12,63.16
22-A-1593800-BULK,2/16/2024,3:17 PM,8.55,9.34,4.22,0.22,1.14,63.09
22-A-1593836-BULK,2/16/2024,3:19 PM,8.02,9.69,4.74,0.38,1.06,61.18
22-A-1593836-BULK,2/16/2024,3:21 PM,8.18,9.68,4.93,0.32,1.1,60.48
22-A-1593836-BULK,2/16/2024,3:21 PM,7.98,9.8,4.87,0.35,1.12,60.81
22-A-1593849-BULK,2/16/2024,3:22 PM,8.85,8.8,3.3,0.56,1.12,64.74
22-A-1593849-BULK,2/16/2024,3:23 PM,8.88,8.75,4.49,0.17,1.18,63.71
22-A-1593849-BULK,2/16/2024,3:23 PM,8.98,8.85,2.65,0.86,1.05,64.01
22-A-1593746-BULK,2/16/2024,3:24 PM,8.25,7.37,3.81,0.65,1.05,64.68
22-A-1593746-BULK,2/16/2024,3:25 PM,8.78,7.39,3.22,0.75,1,64.26
22-A-1593746-BULK,2/16/2024,3:25 PM,8.57,7.44,4,0.65,1.06,64.77
22-A-1593720-BULK,2/16/2024,3:26 PM,8.36,11.41,3.34,0.97,1.11,60.77
22-A-1593720-BULK,2/16/2024,3:27 PM,8.76,11.52,3.79,0.65,1.13,60.6
22-A-1593720-BULK,2/16/2024,3:27 PM,8.2,11.37,3.58,0.84,1.08,61.22
22-A-1593747-BULK,2/16/2024,3:28 PM,7.99,10.43,3.88,2.09,1.26,61.77
22-A-1593747-BULK,2/16/2024,3:29 PM,8.44,10.59,3.62,2.03,1.21,61.93
22-A-1593747-BULK,2/16/2024,3:29 PM,8.66,10.64,3.08,2.34,1.23,61.16
22-A-1593719-BULK,2/16/2024,3:32 PM,8.65,9.86,3.09,1.25,0.95,62.27
22-A-1593719-BULK,2/16/2024,3:32 PM,8.21,10.25,3.29,1.36,1,61.93
22-A-1593719-BULK,2/16/2024,3:32 PM,8.25,10.23,3.33,1.49,0.99,61.7
22-A-1593837-BULK,2/16/2024,3:33 PM,8.47,10.47,3.46,1.22,1.11,61.61
22-A-1593837-BULK,2/16/2024,3:34 PM,8.97,9.58,3.1,1.22,1.03,62.43
22-A-1593837-BULK,2/16/2024,3:34 PM,7.97,10.33,3.54,1.37,1.07,61.7
22-A-1593839-BULK,2/16/2024,3:35 PM,8.42,11.69,3.89,1.31,1.26,60.49
22-A-1593839-BULK,2/16/2024,3:35 PM,8.85,11.45,3.96,1.48,1.25,59.16
22-A-1593839-BULK,2/16/2024,3:36 PM,8.8,11.67,4.01,1.41,1.24,60.03
22-A-1593808-BULK,2/16/2024,3:37 PM,8.63,8.32,3.96,0.43,1.09,64.57
22-A-1593808-BULK,2/16/2024,3:38 PM,8.91,8.56,3.68,0.86,1.18,64.11
22-A-1593808-BULK,2/16/2024,3:38 PM,8.4,8.23,4.25,0.38,1.12,64.43
22-A-1593729-BULK,2/16/2024,3:39 PM,8.96,8.93,3.66,0.66,1.07,62.1
22-A-1593729-BULK,2/16/2024,3:39 PM,8.64,9.55,3.76,0.91,1.15,61.36
22-A-1593729-BULK,2/16/2024,3:40 PM,8.89,9.78,3.65,0.84,1.09,61.34
22-A-1593833-BULK,2/16/2024,3:41 PM,8.46,9.38,4.58,1.8,1.25,61.4
22-A-1593833-BULK,2/16/2024,3:41 PM,8.49,9.52,4.33,1.63,1.21,60.91
22-A-1593833-BULK,2/16/2024,3:42 PM,8.34,9.43,4.44,1.79,1.24,61.81
22-A-1593803-BULK,2/16/2024,3:43 PM,8.65,7.4,3.8,0.69,1.09,65.15
22-A-1593803-BULK,2/16/2024,3:43 PM,8.85,7.98,3.77,0.91,1.07,64.82
22-A-1593803-BULK,2/16/2024,3:44 PM,8.56,7.98,3.34,0.72,1.05,65.09
22-A-1594427-BULK,2/16/2024,3:52 PM,8.59,10.27,3.43,1.17,1.07,61.14
22-A-1594427-BULK,2/16/2024,3:53 PM,8.67,10.45,4.28,0.91,1.15,60.92
22-A-1594427-BULK,2/16/2024,3:53 PM,8.7,10.73,3.59,1.05,1.06,60.64
22-A-1594568-BULK,2/16/2024,3:54 PM,8.45,9.2,3.61,0.98,1.09,62.04
22-A-1594568-BULK,2/16/2024,3:54 PM,8.78,9.46,2.97,1.37,1.04,62.49
22-A-1594568-BULK,2/16/2024,3:55 PM,8.97,9.53,3.13,1.31,1.03,62.37
22-A-1594581-BULK,2/16/2024,3:56 PM,8.89,13.04,3.51,1.5,1.16,57.81
22-A-1594581-BULK,2/16/2024,3:56 PM,8.85,13.1,3.62,1.55,1.22,58.98
22-A-1594581-BULK,2/16/2024,3:56 PM,9.01,13.12,3.43,1.76,1.13,58
22-A-1594560-BULK,2/16/2024,3:58 PM,8.7,9.87,3.56,0.65,1.09,63.34
22-A-1594560-BULK,2/16/2024,3:58 PM,8.73,9.47,4.04,0.63,1.18,62.96
22-A-1594560-BULK,2/16/2024,3:58 PM,8.79,9.85,3.9,0.65,1.16,62.57
22-A-1594615-BULK,2/16/2024,3:59 PM,8.63,9.34,3.17,1.1,1.02,62.63
22-A-1594615-BULK,2/16/2024,4:00 PM,8.7,8.86,2.76,0.91,0.98,63.93
22-A-1594615-BULK,2/16/2024,4:00 PM,8.79,8.75,3.68,0.82,1.04,62.51
22-A-1594619-BULK,2/16/2024,4:01 PM,8.68,8.16,2.75,0.88,0.96,64.74
22-A-1594619-BULK,2/16/2024,4:01 PM,8.61,8.34,3.28,1.09,1.04,63.05
22-A-1594619-BULK,2/16/2024,4:02 PM,8.93,8.51,2.93,1.06,1.02,62.64
22-A-1594613-BULK,2/16/2024,4:03 PM,8.34,8.38,3.63,0.94,1.09,63.62
22-A-1594613-BULK,2/16/2024,4:03 PM,8.95,8.46,2.77,0.92,0.91,64.52
22-A-1594613-BULK,2/16/2024,4:04 PM,8.54,8.77,3.18,0.85,1.01,63.67
22-A-1594441-BULK,2/16/2024,4:05 PM,8.93,11.16,3.73,1.27,1.14,60.06
22-A-1594441-BULK,2/16/2024,4:05 PM,9.05,10.62,4.02,1.17,1.14,59.94
22-A-1594441-BULK,2/16/2024,4:06 PM,8.56,10.99,3.83,1.32,1.17,61.03
22-A-1594415-BULK,2/16/2024,4:07 PM,8.66,8.43,3.02,1.18,0.99,63.06
22-A-1594415-BULK,2/16/2024,4:07 PM,8.88,9.08,3.86,0.98,1.14,61.62
22-A-1594415-BULK,2/16/2024,4:07 PM,8.7,8.81,3.88,1.19,1.13,61.96
22-A-1594471-BULK,2/16/2024,4:08 PM,8.84,9.45,3.7,1.4,1.17,61.22
22-A-1594471-BULK,2/16/2024,4:09 PM,8.63,9.39,4.22,1.41,1.13,61.07
22-A-1594471-BULK,2/16/2024,4:09 PM,8.32,10.13,3.26,1.19,1.07,61.46
22-A-1594475-BULK,2/16/2024,4:10 PM,8.34,9.15,3.05,1,1.04,63.22
22-A-1594475-BULK,2/16/2024,4:11 PM,8.45,9.9,2.97,1.24,1.04,62.49
22-A-1594475-BULK,2/16/2024,4:11 PM,8.16,9.61,3.23,1.17,1.05,63.02
22-A-1594422-BULK,2/16/2024,4:12 PM,8.64,11.31,3.87,-0.02,0.99,62.8
22-A-1594422-BULK,2/16/2024,4:12 PM,8.61,11.01,4.64,-0.2,1.05,62.11
22-A-1594422-BULK,2/16/2024,4:12 PM,8.46,11.09,4.98,-0.25,1.11,62.41
22-A-1594556-BULK,2/16/2024,4:13 PM,8.08,9.01,4.14,0.86,1.13,61.24
22-A-1594556-BULK,2/16/2024,4:15 PM,8.12,8.9,3.37,0.99,1.06,63.87
22-A-1594556-BULK,2/16/2024,4:15 PM,8.01,8.6,4.1,0.71,1.06,64.35
22-A-1594573-BULK,2/16/2024,4:16 PM,8.54,10.16,2.94,1.14,1.01,60.95
22-A-1594573-BULK,2/16/2024,4:17 PM,8.24,11.17,2.86,1.19,1.01,60.22
22-A-1594573-BULK,2/16/2024,4:17 PM,8.41,10.48,3.52,1.1,1.05,61.28
22-A-1594617-BULK,2/16/2024,4:18 PM,8.18,9.56,2.85,1.26,1.01,62.86
22-A-1594617-BULK,2/16/2024,4:18 PM,8.15,9.6,3.25,1.16,1.07,62.88
22-A-1594617-BULK,2/16/2024,4:19 PM,8.34,9.79,2.72,1.16,0.98,62.35
22-A-1594570-BULK,2/16/2024,4:20 PM,8.71,12.88,4.09,1.34,1.15,58.08
22-A-1594570-BULK,2/16/2024,4:20 PM,8.25,13.36,3.47,1.64,1.05,59.13
22-A-1594570-BULK,2/16/2024,4:20 PM,8.29,13.34,3.47,1.64,1.05,59.21
22-A-1594421-BULK,2/16/2024,4:22 PM,8.95,11.37,3.71,1.17,1.03,58.37
22-A-1594421-BULK,2/16/2024,4:22 PM,8.19,11.3,4.13,1.18,1.03,58.8
22-A-1594421-BULK,2/16/2024,4:22 PM,8.51,11.3,4.26,1.23,1.04,57.97
22-A-1594537-BULK,2/16/2024,4:23 PM,8.22,11.89,2.59,1.16,1.01,61.22
22-A-1594537-BULK,2/16/2024,4:24 PM,8.44,11.31,3.26,1.01,1.05,60.29
22-A-1594537-BULK,2/16/2024,4:24 PM,8.02,11.12,3.29,1.33,1.09,60.86
22-A-1594407-BULK,2/16/2024,4:25 PM,8.31,11.56,4.01,1.18,1.11,58.04
22-A-1594407-BULK,2/16/2024,4:26 PM,7.56,11.27,4.36,1.11,1.14,59.85
22-A-1594407-BULK,2/16/2024,4:26 PM,7.7,11.53,3.72,1.12,1.07,59.66
22-A-1594496-BULK,2/16/2024,4:27 PM,8.03,9.7,3.51,1.47,1.21,61.92
22-A-1594496-BULK,2/16/2024,4:28 PM,7.83,9.92,3.17,1.38,1.2,62.83
22-A-1594496-BULK,2/16/2024,4:28 PM,8.35,10.1,3.26,1.32,1.14,63.16
22-A-1594443-BULK,2/16/2024,4:29 PM,8.43,13.27,3.56,2.5,1.28,58.32
22-A-1594443-BULK,2/16/2024,4:30 PM,8.36,12.95,3.47,2.54,1.32,58.67
22-A-1594443-BULK,2/16/2024,4:31 PM,8.33,12.79,3.51,2.54,1.3,58.67
22-A-1594497-BULK,2/16/2024,4:32 PM,8.32,9.78,3.38,1.69,1.19,61.56
22-A-1594497-BULK,2/16/2024,4:32 PM,8.47,10.01,3.8,1.59,1.29,63.1
22-A-1594497-BULK,2/16/2024,4:32 PM,8.72,9.93,2.86,1.72,1.09,61.3
22-A-1594548-BULK,2/16/2024,4:33 PM,8.36,8.89,3.65,0.84,1.13,64.19
22-A-1594548-BULK,2/16/2024,4:34 PM,8.22,8.06,3.71,0.67,1.1,64.13
22-A-1594548-BULK,2/16/2024,4:34 PM,8.6,8.21,3.18,1.08,1.1,63.19
22-A-1594550-BULK,2/16/2024,4:35 PM,7.85,9.62,3.49,0.75,1.03,63.39
22-A-1594550-BULK,2/16/2024,4:36 PM,8.16,9.85,4.53,0.48,1.1,62.71
22-A-1594550-BULK,2/16/2024,4:36 PM,7.72,9.75,3.69,0.99,1.07,62.95
22-A-1594625-BULK,2/16/2024,4:37 PM,7.66,10.12,3.5,1.42,1.19,62.81
22-A-1594625-BULK,2/16/2024,4:38 PM,8.04,10.04,4.41,1.2,1.13,61.93
22-A-1594625-BULK,2/16/2024,4:38 PM,8.12,9.85,3.79,1.42,1.12,62.37
22-A-1594540-BULK,2/16/2024,4:39 PM,7.95,7.99,3.04,0.82,0.96,65.08
22-A-1594540-BULK,2/16/2024,4:40 PM,8.07,7.84,3.63,1.05,1,63.74
22-A-1594540-BULK,2/16/2024,4:40 PM,7.97,7.77,2.97,1.08,0.96,65.24
22-A-1594436-BULK,2/16/2024,4:41 PM,8.21,10.07,4.56,1.25,1.25,61.9
22-A-1594436-BULK,2/16/2024,4:41 PM,8.01,10.25,3.69,1.3,1.22,62.92
22-A-1594436-BULK,2/16/2024,4:42 PM,8.2,9.61,4.31,1.3,1.22,62.64
22-A-1594464-BULK,2/16/2024,4:43 PM,7.64,12.92,5.12,0.61,1.24,59.59
22-A-1594464-BULK,2/16/2024,4:43 PM,7.72,12.94,4.92,0.59,1.22,59.61
22-A-1594464-BULK,2/16/2024,4:43 PM,7.46,12.9,5.53,0.91,1.28,58.87
22-A-1594524-BULK,2/16/2024,4:44 PM,8.51,12.61,3.29,2.03,0.98,56.88
22-A-1594524-BULK,2/16/2024,4:45 PM,8.25,12.92,3.41,1.73,1.01,57.64
22-A-1594524-BULK,2/16/2024,4:45 PM,8.03,13,3.13,1.75,0.93,58.61
22-A-1594488-BULK,2/19/2024,9:57 AM,8.55,7.28,3.52,0.7,1.02,64.53
22-A-1594488-BULK,2/19/2024,9:57 AM,7.36,7.24,3.73,0.81,1.04,65.18
22-A-1594488-BULK,2/19/2024,9:58 AM,7.68,7.54,4.13,0.62,1.05,65.35
22-A-1594474-BULK,2/19/2024,9:59 AM,8.01,13.98,3.29,2.49,1.17,57.47
22-A-1594474-BULK,2/19/2024,9:59 AM,7.84,13.86,3.18,2.58,1.17,56.94
22-A-1594474-BULK,2/19/2024,10:00 AM,7.9,13.96,3.18,2.66,1.12,56.54
22-A-1594468-BULK,2/19/2024,10:01 AM,8.55,9.71,3.65,1.55,1.29,63.04
22-A-1594468-BULK,2/19/2024,10:02 AM,8.5,9.57,3.09,1.79,1.32,61.37
22-A-1594468-BULK,2/19/2024,10:02 AM,8.5,9.62,2.96,1.81,1.32,61.48
22-A-1594470-BULK,2/19/2024,10:04 AM,8.05,9.52,3.66,0.98,1.11,62.88
22-A-1594470-BULK,2/19/2024,10:04 AM,8.72,8.74,4.84,0.59,1.16,63.08
22-A-1594470-BULK,2/19/2024,10:05 AM,8.33,9.01,5.54,0.4,1.17,62.35
22-A-1594578-BULK,2/19/2024,10:06 AM,7.56,11.24,4.44,0.8,1.06,58.99
22-A-1594578-BULK,2/19/2024,10:06 AM,7.88,11.65,3.91,1.11,1.09,57.84
22-A-1594578-BULK,2/19/2024,10:07 AM,8.21,11.23,4.72,0.89,1.08,56.93
22-A-1594453-BULK,2/19/2024,10:09 AM,7.8,10.5,4.27,1.2,1.25,62.31
22-A-1594453-BULK,2/19/2024,10:09 AM,7.91,10.59,4.15,1.32,1.22,61.89
22-A-1594453-BULK,2/19/2024,10:09 AM,7.79,10.46,3.83,1.2,1.19,62.08
22-A-1594472-BULK,2/19/2024,10:10 AM,7.72,7.26,4.22,0.25,1.04,65.56
22-A-1594472-BULK,2/19/2024,10:11 AM,7.95,7.61,4.89,0.5,1.08,65.63
22-A-1594472-BULK,2/19/2024,10:11 AM,7.42,7.26,4.14,0.51,1.03,67.11
22-A-1594502-BULK,2/19/2024,10:12 AM,7.25,12.09,6.22,0.2,1.38,60.49
22-A-1594502-BULK,2/19/2024,10:12 AM,8.04,11.74,5.8,0.62,1.35,60.53
22-A-1594502-BULK,2/19/2024,10:13 AM,8.05,11.68,5.78,0.61,1.37,60.62
22-A-1594575-BULK,2/19/2024,10:14 AM,7.99,10.98,4.65,1.77,1.26,60.55
22-A-1594575-BULK,2/19/2024,10:15 AM,7.88,11.26,4.8,1.9,1.28,60.37
22-A-1594575-BULK,2/19/2024,10:15 AM,7.68,11,4.72,1.72,1.26,61.05
22-A-1594603-BULK,2/19/2024,10:16 AM,7.79,11.82,3.65,0.64,0.96,60.8
22-A-1594603-BULK,2/19/2024,10:16 AM,7.88,11.7,3.62,0.64,0.95,61.22
22-A-1594603-BULK,2/19/2024,10:17 AM,7.92,11.35,4.32,0.42,1.06,60.92
22-A-1594605-BULK,2/19/2024,10:18 AM,8.18,12.23,5.02,0.78,1.24,58.38
22-A-1594605-BULK,2/19/2024,10:19 AM,7.82,12.5,4.61,0.88,1.21,60.91
22-A-1594605-BULK,2/19/2024,10:19 AM,7.64,12.4,4.94,0.94,1.23,59.84
22-A-1594622-BULK,2/19/2024,10:20 AM,8.37,9.34,3.17,1.22,1.02,61.34
22-A-1594622-BULK,2/19/2024,10:21 AM,7.58,9.34,3.06,1.14,0.93,63.47
22-A-1594622-BULK,2/19/2024,10:21 AM,7.74,9.43,3.42,1.31,0.97,63.38
22-A-1594466-BULK,2/19/2024,10:23 AM,8.03,9.94,4.28,1.42,1.15,59.33
22-A-1594466-BULK,2/19/2024,10:23 AM,8.02,9.71,4.12,1.29,1.16,59.35
22-A-1594466-BULK,2/19/2024,10:24 AM,8.14,10.43,3.46,1.21,1.08,59.56
22-A-1594534-BULK,2/19/2024,10:24 AM,7.37,8.7,2.92,0.89,0.95,65.02
22-A-1594534-BULK,2/19/2024,10:25 AM,7.91,8.64,3.68,1.17,0.96,62.73
22-A-1594534-BULK,2/19/2024,10:25 AM,7.29,8.82,3.26,1.16,0.94,64.14
22-A-1594498-BULK,2/19/2024,10:26 AM,8.29,12,5.15,0.5,1.32,59.55
22-A-1594498-BULK,2/19/2024,10:27 AM,8.12,11.94,4.67,0.58,1.26,57.6
22-A-1594498-BULK,2/19/2024,10:27 AM,7.81,12.12,4,0.63,1.2,59.42
22-A-1594452-BULK,2/19/2024,10:28 AM,7.84,8.66,2.63,1.17,1.04,65.26
22-A-1594452-BULK,2/19/2024,10:28 AM,8.13,10.23,3.17,1.37,1.15,62.22
22-A-1594452-BULK,2/19/2024,10:29 AM,7.6,8.99,3.08,1.09,1.06,64.69
22-A-1594460-BULK,2/19/2024,10:30 AM,8.46,9.41,3.68,1.5,1.06,62.13
22-A-1594460-BULK,2/19/2024,10:30 AM,7.84,9.16,3.56,1.92,0.99,61.62
22-A-1594460-BULK,2/19/2024,10:31 AM,8.08,9.34,4.33,1.59,1.05,60.9
22-A-1594448-BULK,2/19/2024,10:32 AM,8.29,11.73,4.29,1.31,1.32,60.43
22-A-1594448-BULK,2/19/2024,10:33 AM,8.29,12.08,3.9,1.65,1.34,59.65
22-A-1594448-BULK,2/19/2024,10:33 AM,8.38,12.28,4.56,1.26,1.35,58.96
22-A-1594440-BULK,2/19/2024,10:34 AM,8.26,13.16,3.38,2.24,1.01,54.68
22-A-1594440-BULK,2/19/2024,10:34 AM,8.21,12.69,3.96,2.42,1.09,54.53
22-A-1594440-BULK,2/19/2024,10:35 AM,7.89,13,4.02,2.36,1.08,55.92
22-A-1594566-BULK,2/19/2024,10:36 AM,7.86,8.07,4.25,0.26,0.98,64.13
22-A-1594566-BULK,2/19/2024,10:37 AM,7.42,8.28,4.4,0.6,0.99,63.72
22-A-1594566-BULK,2/19/2024,10:37 AM,7.63,7.96,4.38,0.04,0.97,64.66
22-A-1594579-BULK,2/19/2024,10:38 AM,8.22,9.08,3.31,1,0.95,63.86
22-A-1594579-BULK,2/19/2024,10:39 AM,8.28,9.23,3.13,1.27,0.96,62.95
22-A-1594579-BULK,2/19/2024,10:39 AM,8.1,9.61,2.88,1.33,0.96,63.09
22-A-1594561-BULK,2/19/2024,10:40 AM,8.07,9.18,4.88,0.63,1.23,64.48
22-A-1594561-BULK,2/19/2024,10:41 AM,7.93,9.34,4.03,1.05,1.15,63.62
22-A-1594561-BULK,2/19/2024,10:41 AM,7.84,9.44,3.94,1.07,1.12,63.74
22-A-1594546-BULK,2/19/2024,10:42 AM,7.03,12.88,4.25,1.06,1.09,59.99
22-A-1594546-BULK,2/19/2024,10:42 AM,7.59,13.06,4.12,1.24,1.08,58.59
22-A-1594546-BULK,2/19/2024,10:43 AM,7.45,12.5,4.47,1.16,1.06,59.03
22-A-1585177-BULK,2/19/2024,10:46 AM,7.67,6.61,3.97,1.2,1.21,62.7
22-A-1585177-BULK,2/19/2024,10:47 AM,7.55,6.67,3.8,1.3,1.16,62.38
22-A-1585177-BULK,2/19/2024,10:47 AM,7.62,6.93,4.05,1.52,1.22,66.13
