genotype,combineTestWeight.sp.b,combineTestWeight.sp.mu,combineTestWeight.sp.FWB,combineTestWeight.sp.FWW,locationYear,combineMoisture.sp.b,combineMoisture.sp.mu,combineMoisture.sp.FWB,combineMoisture.sp.FWW,flagLeafHeight.sp.b,flagLeafHeight.sp.mu,flagLeafHeight.sp.FWB,flagLeafHeight.sp.FWW,earHeight.sp.b,earHeight.sp.mu,earHeight.sp.FWB,earHeight.sp.FWW,yieldPerAcre.sp.b,yieldPerAcre.sp.mu,yieldPerAcre.sp.FWB,yieldPerAcre.sp.FWW,GDDToAnthesis.sp.b,GDDToAnthesis.sp.mu,GDDToAnthesis.sp.FWB,GDDToAnthesis.sp.FWW,GDDToSilk.sp.b,GDDToSilk.sp.mu,GDDToSilk.sp.FWB,GDDToSilk.sp.FWW,anthesisSilkingIntervalGDD.sp.b,anthesisSilkingIntervalGDD.sp.mu,anthesisSilkingIntervalGDD.sp.FWB,anthesisSilkingIntervalGDD.sp.FWW,kernelRowNumber.sp.b,kernelRowNumber.sp.mu,kernelRowNumber.sp.FWB,kernelRowNumber.sp.FWW,earWidth.sp.b,earWidth.sp.mu,earWidth.sp.FWB,earWidth.sp.FWW,earLength.sp.b,earLength.sp.mu,earLength.sp.FWB,earLength.sp.FWW,shelledCobWidth.sp.b,shelledCobWidth.sp.mu,shelledCobWidth.sp.FWB,shelledCobWidth.sp.FWW,shelledCobMass.sp.b,shelledCobMass.sp.mu,shelledCobMass.sp.FWB,shelledCobMass.sp.FWW,kernelMassPerEar.sp.b,kernelMassPerEar.sp.mu,kernelMassPerEar.sp.FWB,kernelMassPerEar.sp.FWW,kernelsPerEar.sp.b,kernelsPerEar.sp.mu,kernelsPerEar.sp.FWB,kernelsPerEar.sp.FWW,hundredKernelMass.sp.b,hundredKernelMass.sp.mu,hundredKernelMass.sp.FWB,hundredKernelMass.sp.FWW,earFillLength.sp.b,earFillLength.sp.mu,earFillLength.sp.FWB,earFillLength.sp.FWW,kernelsPerRow.sp.b,kernelsPerRow.sp.mu,kernelsPerRow.sp.FWB,kernelsPerRow.sp.FWW,earParent,pollenParent,earParentAge,pollenParentAge,oldestParentAge,youngestParentAge,meanParentAge
LH195 X PHZ51,1.13101988951881,57.4246690049825,57.8680091840884,57.1916756832515,2023 Ames,0.936414016236436,16.1315765446594,16.7295318251541,15.8477528341794,0.965521166038861,248.996918457457,255.412843284953,241.507114802768,0.899436114369802,109.222238647456,115.213897159615,103.521708256549,1.06768716900263,169.820706427208,193.410749082985,142.106188421035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0222761665,15.2929958684725,15.3362827370407,15.2813289471219,1.07160873806663,4.48560790648186,4.56533108609918,4.37551315189854,0.98544976069028,16.8678655898076,17.1345112969969,16.7376047480576,1.02517844264173,2.44875916924201,2.49145807943805,2.41108591792672,1.03711677882681,24.9199191065663,26.3913134468803,23.5949321484681,1.06647287754372,150.551919308115,160.298045733366,135.635045335485,1.0538992030787,507.481159683545,526.446103998755,483.340269326887,1.04893801532335,29.5438963836196,30.7327716814053,27.8049550356785,NA,NA,NA,NA,NA,NA,NA,NA,LH195,PHZ51,1989,1986,1986,1989,1987.5
LH198 X PHB47,0.962990027925085,57.8601467675391,58.237622155385,57.6617680763425,2023 Ames,1.00346437450275,15.7944501675744,16.4352210350737,15.4903037353686,1.11262414227576,241.433621391402,248.827051084285,232.802700951511,1.04083510308169,103.295569299345,110.229167367622,96.698867163143,1.03236740053253,167.580023148828,190.389692237336,140.782318969454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02967588900657,15.2401772858444,15.2837774854146,15.2284259137521,1.03333293200084,4.61826445473264,4.69514007548488,4.51210207334264,1.05247387469603,15.6645795179095,15.9493607942477,15.5254591504321,1.02606914075392,2.4797402108022,2.52247621877276,2.44203422811798,1.05954625455137,22.2736901321917,23.7769059648497,20.9200479990749,1.03971766138616,140.676803772053,150.178423539237,126.134157963998,1.09622946077827,487.45451737058,507.181195803981,462.343999077104,0.941809669552143,29.2440339345984,30.3114890510964,27.6826911742541,NA,NA,NA,NA,NA,NA,NA,NA,LH198,PHB47,1991,1983,1983,1991,1987
LH198 X PHZ51,0.964999501383834,57.6803791363408,58.0586422029281,57.4815864878828,2023 Ames,0.943799339995376,16.185630590569,16.7883018335155,15.8995684150981,0.987830255030366,247.43225895131,253.996428522654,239.769397778941,0.9688709924978,106.526066417921,112.980270375976,100.385465157461,1.02468693015667,175.825506757564,198.465479488335,149.22716859167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01327097538019,15.2258555330255,15.2687610892467,15.2142913851328,0.984163925181271,4.54147826927548,4.61469592287699,4.44036740486794,1.01241345421613,15.996822339563,16.2707639571228,15.8629973248278,0.970703809466117,2.43465550178008,2.47508553138599,2.39898408396086,0.994452982158569,23.1391322476081,24.5499979471407,21.8686511805749,0.952577165224712,143.530823692274,152.236096632238,130.20702163217,0.939898667951639,487.121059453452,504.034561093429,465.591495124049,0.958257788149334,29.4395584281131,30.5256559825909,27.8509477900614,NA,NA,NA,NA,NA,NA,NA,NA,LH198,PHZ51,1991,1986,1986,1991,1988.5
LH74 X PHM49,0.941158104498488,57.3953505894817,57.7642682420199,57.2014693367529,2023 Ames,0.94540653245741,16.2548093323106,16.8585068619239,15.968260022602,0.911094230942095,236.155998429187,242.210254205341,229.088398939191,1.00247931460006,104.705907282238,111.383995500649,98.3523000522929,0.955331831275397,169.955504431986,191.063109079197,145.157453084711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946995036353853,15.8479018750728,15.8880010684382,15.8370941139504,0.979460682625539,4.54736524533934,4.62023299749106,4.44673758185816,0.941476364240349,15.6802336895556,15.9349809541641,15.5557854339614,1.05366891930847,2.35912729563415,2.40301284052132,2.32040707645169,0.90771342695732,20.2897747054269,21.5775799230446,19.1301092974778,0.967833146879834,141.435884153152,150.280576227989,127.898694992007,0.985632667734939,463.588914937939,481.325401125839,441.011755666709,0.93341559973063,30.5643158254766,31.6222570316073,29.0168888493606,NA,NA,NA,NA,NA,NA,NA,NA,LH74,PHM49,1981,1988,1981,1988,1984.5
LH74 X PHN82,0.977549349371376,57.0874455292429,57.4706279185637,56.8860675763204,2023 Ames,1.03656987638401,16.8347390058397,17.4966496782972,16.5205584154322,0.972710633408393,233.402943437572,239.866642548859,225.857369178494,0.876059578755147,99.6543668721821,105.490300907235,94.1019944766861,0.943881744209186,170.896588783717,191.751209176602,146.395753375139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952201758424451,16.0646034698136,16.1049231346146,16.0537362859845,0.880466387390906,4.63859036254942,4.70409335581132,4.54813315797907,0.971417935519597,15.473383600516,15.7362325378495,15.3449775436885,0.916372107645514,2.49451425933696,2.53268136147548,2.46083942257324,0.953975240993294,20.3455528936652,21.698991386855,19.1267848836687,0.919753461782005,138.505932104956,146.911240582406,125.641238811591,0.915135562541012,464.017183958894,480.485072855439,443.054849788563,0.941825395251016,30.1433904641123,31.2108634042516,28.5820216335259,NA,NA,NA,NA,NA,NA,NA,NA,LH74,PHN82,1981,1989,1981,1989,1985
LH82 X PHB47,0.649560766594622,56.2262379522872,56.4808545061347,56.0924265824983,2023 Ames,1.02281651399073,16.4920332502639,17.1451615940451,16.1820212543865,1.00198942585167,232.024022877555,238.682280676899,224.251325263382,0.986277199727521,96.6623349339752,103.232491596226,90.4114149841521,0.989772806750625,168.579610970027,190.448172669224,142.887557088424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967762950793658,16.5325376656283,16.5735162475702,16.5214928867291,0.944522552295242,4.65961814435547,4.72988664666826,4.56257994851081,1.08909685888961,15.8443423293785,16.1390331535285,15.7003809837622,1.07193647827694,2.47767313005696,2.52231952283894,2.43828161472614,0.95509519021811,20.0831499054499,21.4381773103076,18.862951084433,0.99120595584184,143.549656207043,152.607944291542,129.685548984488,1.05628692095235,523.879772998208,542.887684360343,499.684188952417,0.897127615997709,27.140001078263,28.1568131739636,25.652732733472,NA,NA,NA,NA,NA,NA,NA,NA,LH82,PHB47,1984,1983,1983,1984,1983.5
LH82 X PHJ89,0.937504334835798,56.6508021593017,57.0182875975069,56.4576735935401,2023 Ames,1.05005212257974,15.8588008873421,16.5293207648796,15.5405338767459,0.997711513842963,236.828070192784,243.457901104317,229.088557476181,1.0337261387209,96.2633699498729,103.149611139607,89.7117236733806,0.895530437011847,172.758135407296,192.544456552646,149.512380337648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01080249683009,16.587724917814,16.6305259497294,16.5761889419026,0.994982558636853,4.63308873910048,4.70711125349451,4.53086639178606,1.00118153134836,15.6187559717382,15.8896584247098,15.4864156392116,1.16314639666164,2.40781512312743,2.45626042930059,2.36507182625806,1.00592778386592,19.2606568355607,20.6878022430616,17.9755159318346,0.992217499067737,146.824701002532,155.892233230386,132.946445213111,0.980403801865927,527.957868135764,545.600260742657,505.500482631574,0.995318768184048,27.7629403006778,28.8910430861905,26.112889549258,NA,NA,NA,NA,NA,NA,NA,NA,LH82,PHJ89,1984,1991,1984,1991,1987.5
LH82 X W606S,0.709719573260864,56.7973495068856,57.0755472694893,56.6511452514132,2023 Ames,0.978100766624289,17.0133749133394,17.6379496293497,16.7169160991897,1.09555641196353,235.717828993793,242.997842970365,227.219307462767,1.19009141261615,100.767424078603,108.695303812057,93.2247513337696,0.910648763449681,170.31965644676,190.440009859151,146.681467017639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967774594972394,16.7497326103676,16.7907116853662,16.738687698577,0.912106577389321,4.62242205283284,4.69027894305431,4.52871420385367,1.02902692760937,15.8374341987737,16.1158711356674,15.7014131461328,1.02788368336902,2.567910352692,2.61072193676614,2.53013768920655,0.965071551504339,19.7694578407794,21.1386390630597,18.5365135422392,0.96775600652464,138.445834655639,147.289821771474,124.909724465165,1.0106084005235,515.118549491075,533.304474657753,491.96928956253,0.92418334897384,26.9151753107537,27.9626526050924,25.3830536647345,NA,NA,NA,NA,NA,NA,NA,NA,LH82,W606S,1984,1963,1963,1984,1973.5
N209 X 3IIH6,1.36500686629341,54.8051450763098,55.3402040917979,54.5239497702763,2023 Ames,1.11438882775485,16.0472927706993,16.7588954085566,15.7095255368405,0.945119752874755,241.771782467125,248.052139129117,234.440237982977,0.869189307420745,111.012940970781,116.803108198093,105.504111623991,1.07466048784574,181.121110597971,204.865225433068,153.225582482983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04537373309091,16.804688374138,16.8489532771767,16.7927578474118,0.976998785188323,4.72218614801858,4.79487074536331,4.6218114145337,0.978617631134754,16.0494002480607,16.3141972988399,15.9200425055679,0.947288530462905,2.53306822358147,2.57252300160796,2.49825727029586,0.96991640472464,21.2595630038046,22.6356177911005,20.020429076997,0.977590065747566,150.914499170219,159.848356348836,137.24083890683,0.987437112855377,520.146306400694,537.915263626744,497.52781403833,0.955030240356564,28.8268206704579,29.9092600947248,27.2435606977719,NA,NA,NA,NA,NA,NA,NA,NA,N209,3IIH6,1997,1993,1993,1997,1995
PHB47 X 3IIH6,1.10902979786386,56.3404380626686,56.7751585072648,56.1119747625114,2023 Ames,1.06794360621309,16.0216478067457,16.7035924461182,15.6979579519986,0.998745586422623,243.456553039714,250.093255402822,235.709018747968,0.945322119986221,104.927810977584,111.225142423871,98.9364599654508,1.03198523277805,177.14645059476,199.947675867615,150.358666545009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999360465102753,15.8647000038028,15.9070165387302,15.8532946122566,0.98010510019001,4.57287673471651,4.64579242882262,4.47218286517421,1.08950930136458,16.5608640754077,16.8556664993772,16.4168482114323,1.03435565812913,2.42882770597114,2.47190884923378,2.39081721039568,1.02418836028467,20.7482981014036,22.2013504360144,19.4398280739991,0.989194639274136,144.939518835886,153.979426194571,131.103544120393,1.02226049019338,508.085080606273,526.480685437856,484.66891486897,0.936460109007161,28.5425822579006,29.6039741368259,26.9901080597488,NA,NA,NA,NA,NA,NA,NA,NA,PHB47,3IIH6,1983,1993,1983,1993,1988
PHB47 X LH185,0.901168641728424,56.1596495518397,56.5128920285909,55.9740062424498,2023 Ames,1.04263992560054,16.4817139973406,17.1475007522989,16.1656935969115,1.03017394953167,243.474358948341,250.319903978241,235.483026511972,1.06275509855242,100.356445039392,107.436064737611,93.6208163042326,0.928935446275774,169.710461256197,190.234850270424,145.597594772626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960113032637778,14.413323540894,14.4539781976456,14.4023660681419,0.931065948741592,4.54358722159623,4.61285460924465,4.44793152797756,1.06025558309664,16.53699482747,16.8238816998745,16.3968458414602,0.99228017397514,2.38449224658059,2.42582093656815,2.34802794064667,1.01756375890481,20.1896695269142,21.6333233047027,18.8896628766434,0.980707614432505,141.079513688765,150.041861065549,127.362247927462,0.971160356108886,467.530748550961,485.00680510451,445.285095829078,1.03508696357026,30.9571800636225,32.1303564611519,29.2412011464962,NA,NA,NA,NA,NA,NA,NA,NA,PHB47,LH185,1983,1993,1983,1993,1988
PHB47 X PHJ89,1.14885366411968,56.5527160514768,57.0030467608987,56.3160489213347,2023 Ames,1.0110451924394,15.9372367301267,16.582848394578,15.6307925793499,0.961194972429096,248.011222076062,254.398399182674,240.554977852123,1.09719087803503,103.633557228713,110.942573354275,96.6796781872353,1.01051690076337,171.641988195064,193.968880833157,145.411468942958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02452693973249,14.971653047897,15.0150352223407,14.9599604391684,1.02090405044489,4.53503540436128,4.61098636864,4.43014993927108,1.06084197588329,15.9868413507708,16.2738868909486,15.8466148529273,0.950347377870186,2.3814424915544,2.42102467125587,2.34651913176245,1.02781809383328,20.2678298576448,21.7260318239165,18.9547225996878,1.04145335180933,141.209833353536,150.727314994618,126.642910251756,1.11525528060404,487.878343587869,507.947392157326,462.33201489714,1.05799698181044,28.5805568315974,29.7796996393051,26.8265974261887,NA,NA,NA,NA,NA,NA,NA,NA,PHB47,PHJ89,1983,1991,1983,1991,1987
PHB47 X PHK56,1.43149986858932,57.1118746198205,57.6729977388847,56.8169815657452,2023 Ames,1.05806282724728,15.8770175779665,16.5526527603515,15.5563225516819,1.0442114525236,243.321822870882,250.260647641433,235.221597802315,1.0978019116974,101.157276775556,108.470363345906,94.1995250677409,1.05099879262619,177.582925584408,200.804246462865,150.301596550628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984286109675411,15.4553384613528,15.4970166935755,15.4441051087575,0.941475252286781,4.58241550695599,4.65245730297451,4.48569038409652,0.997004403459457,16.0707273234181,16.3404995176344,15.9389391410027,0.978705074230961,2.43811514105177,2.47887842511509,2.40214969280255,0.99653511682797,21.7173683890418,23.1311880868424,20.4442272538867,1.00687080505809,146.466244012851,155.667687731317,132.383030813501,0.990410696339866,512.566918866702,530.389385806997,489.880312824533,1.02492026482788,28.7432709163295,29.9049242907457,27.044146467777,NA,NA,NA,NA,NA,NA,NA,NA,PHB47,PHK56,1983,1990,1983,1990,1986.5
PHG39 X PHM49,0.855244281517001,57.0150221701934,57.3502630943016,56.8388394099354,2023 Ames,0.977061267614928,17.4251866156591,18.0490975505737,17.1290428699095,0.970042055416479,244.993236161954,251.439202471108,237.468362769827,1.03077486041282,109.886974036569,116.75355507311,103.354032647971,1.01458729616352,175.948396432444,198.365222530358,149.612219783785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00796303882496,15.7529213991142,15.7956021981126,15.7414178290578,0.993840728561541,4.56834408180251,4.642281648845,4.46623904363037,1.03000715425101,16.5792890634961,16.8579912328111,16.443138440427,1.06938271788963,2.38147559484972,2.42601562294347,2.34217792509043,0.999650085353889,22.2770201689155,23.6952591829906,20.9998994504039,0.987922616010443,153.376505403847,162.404788182287,139.558322618289,1.01417799476564,514.895852636769,533.146012747199,491.664826650364,0.957754418294427,29.803832620096,30.8893596508847,28.2160564743034,NA,NA,NA,NA,NA,NA,NA,NA,PHG39,PHM49,1983,1988,1983,1988,1985.5
PHJ40 X LH82,0.928725797805862,58.3903861545919,58.7544305585455,58.1990659924857,2023 Ames,1.02482590614363,15.8470359794907,16.5014474380348,15.5364149441001,1.01234709494668,227.159658250024,233.886743153982,219.306613450755,0.928808124595373,99.2092891704156,105.396611445987,93.3226021039449,0.988907179330343,174.602034136933,196.451470207987,148.932449802051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999193108323287,16.1458067131201,16.1881161615564,16.134403231565,0.951325428748613,4.49065763922464,4.56143224691166,4.39292053062667,1.02987586345567,15.3948355994128,15.6735022437032,15.2587023309063,1.14632625454016,2.40249401432396,2.45023875783597,2.36036882393728,1.10980409030946,20.415793564901,21.9903119708088,18.9979436412236,1.00099925030873,135.336272872027,144.484058484315,121.335185757704,1.01802022652659,484.570885726971,502.890186900588,461.251848576505,1.04601535727545,27.8553933673713,29.0409560995846,26.121297235116,NA,NA,NA,NA,NA,NA,NA,NA,PHJ40,LH82,1986,1984,1984,1986,1985
PHK56 X 3IIH6,0.955928046777604,56.1796734589283,56.5543806726547,55.9827495559815,2023 Ames,0.951495623295421,16.1384660567926,16.7460518280991,15.8500711656156,1.00772349296666,239.965704108131,246.662065001286,232.148525815186,0.938904031840438,97.4987882305824,103.753365120036,91.5481143782191,0.958611720523632,178.735981259671,199.91605350743,153.852792100248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984893409799134,15.907673176588,15.9493771240933,15.8964328930644,0.94904253412081,4.65199969683087,4.72260446676649,4.5544971278693,1.03152477755291,15.3419780676388,15.6210908796417,15.2056268388193,1.15958199289221,2.43090287053347,2.4791997184967,2.38829055835263,1.04008599908563,20.3558706791628,21.831477557518,19.027090340995,0.98147537138639,143.433160395758,152.402524037553,129.705155933112,0.972605065536851,489.105984415412,506.608038553714,466.827238802106,1.0137596304601,29.341663470132,30.4906672863154,27.661041247915,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,3IIH6,1990,1993,1990,1993,1991.5
PHK56 X LH145,0.834180605960749,56.638354821877,56.9653391505174,56.4665112388352,2023 Ames,0.904762416486073,15.5224794232738,16.1002233006085,15.2482491985042,0.972449527678479,241.726642051786,248.188606105578,234.183093259077,0.997793107323707,101.723075544117,108.369946254949,95.3991689972669,0.987575122594238,173.090297627212,194.910302535152,147.455290190384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952911413285123,15.4036905680187,15.444040282172,15.3928152851184,1.01147093410605,4.47150187625974,4.54675105638766,4.3675855490567,0.993600146937573,16.4315365281852,16.7003875893067,16.300198334534,1.04424900162737,2.34915108765639,2.39264429087659,2.31077703155287,0.973015851020005,20.205390578029,21.5858426596607,18.9622968985663,1.0186039107441,146.333039306912,155.641707816355,132.085713861943,0.995585856794893,503.866596445634,521.782190536576,481.061446826662,1.09429284700635,28.9176735388837,30.1579543899389,27.1035424361712,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,LH145,1990,1983,1983,1990,1986.5
PHK56 X LH185,1.26455632537339,56.0964685253303,56.5921526710964,55.8359663171065,2023 Ames,1.08164781482916,16.9120091398023,17.6027047202809,16.5841655888576,1.03941745454193,248.289844648982,255.196813120826,240.226807893698,0.990506741286344,101.04538263193,107.643714690163,94.7676562977397,1.09273450792543,193.314232929735,217.457684683942,164.949547959177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03997016629112,15.1233154798789,15.1673515763647,15.1114466223874,1.10477983017032,4.60013802711003,4.68232899635984,4.48663534656019,1.05059319643691,15.5850491454847,15.8693215427259,15.4461773738696,0.924934411505399,2.39996411658718,2.43848784058622,2.36597463233212,1.0434123502489,19.6250604909354,21.1053865816063,18.292030513769,1.08146517988561,145.446365241524,155.329501127687,130.319792279541,1.08627498048676,479.254945142337,498.802492436951,454.372446773892,1.11015403089067,30.4013241082585,31.6595821604812,28.5608981548678,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,LH185,1990,1993,1990,1993,1991.5
PHK56 X LH198,1.28107055402538,56.2155381760608,56.7176956130185,55.9516339896534,2023 Ames,1.04880598866207,16.5963076541623,17.2660318020938,16.2784183422615,1.02502537343512,243.173365311112,249.98469785726,235.221971744465,0.984006031638851,100.775768352748,107.330795465058,94.5392428246141,0.985128067365972,182.892752672426,204.658691053305,157.321264736586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984751254554918,16.0939200727361,16.1356180008745,16.0826814115863,0.947682930816422,4.72635252274633,4.79685614391879,4.62898963647566,1.00595609899543,15.6260917677116,15.8982861363319,15.4931203130056,1.20101694438499,2.43204087180559,2.48206349471606,2.38790590827363,1.02390159834061,23.0047027283513,24.4573482236262,21.6965990587608,0.970375779290362,151.436998844566,160.304927156767,137.864245602959,0.95485590278184,511.778113007808,528.96077048815,489.905934351513,0.985163744776465,29.4674792169412,30.5840722122649,27.8342635785927,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,LH198,1990,1991,1990,1991,1990.5
PHK56 X LH82,1.13677100938247,56.3672486648314,56.8128431831704,56.1330705960123,2023 Ames,1.09831216147515,16.6064438279291,17.307780571291,16.2735493736278,0.976153967301375,231.227592562464,237.714172758279,223.655307449515,0.999166525821681,93.7785773040732,100.434597141233,87.4459661769178,1.01404721679685,173.328546316128,195.733439616059,147.006388791954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00898365276583,17.0940362348387,17.136760250321,17.0825210168314,0.991694604129652,4.58735873216721,4.66113663658519,4.48547418215856,1.00396714756735,14.7665254845639,15.0381816772351,14.6338169377173,1.05243299433576,2.45594408720909,2.4997781555462,2.41726928579018,1.0181985474894,19.0803631749897,20.5249175498466,17.7795455392899,1.04044013662522,136.117426381333,145.625648599613,121.564675232284,1.07197994907261,490.009480555976,509.299788378388,465.454427910049,1.03164269621986,27.4618062093399,28.6310788448623,25.7515372377218,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,LH82,1990,1984,1984,1990,1987
PHK56 X PHJ89,1.04817486004782,56.7191095811105,57.1299759456142,56.5031825716383,2023 Ames,1.04270129764928,16.4220867864251,17.0879127310366,16.1060477843494,1.05630053747227,237.844738945426,244.863896144713,229.650735639971,0.986647541526018,91.57728664081,98.1499103616474,85.3240195040732,1.01925053929753,174.373522900385,196.893381148202,147.916299994399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00221878125792,15.2500536643067,15.2924912306733,15.2386156516832,0.900922603925416,4.55252183180828,4.61954668147835,4.45996299997504,0.862176976659171,15.3888820041902,15.6221722223567,15.2749158709614,0.971968896812096,2.34957179876267,2.39005451953797,2.31385389152118,0.898226606450051,19.5784390312318,20.8527849602844,18.4308936792904,0.887619164665479,144.056380589399,152.168024850085,131.641153260316,0.883908940380177,484.546165061271,500.452130057787,464.299116052549,0.884446019683352,29.8349739732503,30.8374126394686,28.3687293227738,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,PHJ89,1990,1991,1990,1991,1990.5
PHK56 X W606S,1.25634087708264,55.9676360728687,56.4600999054021,55.7088262704147,2023 Ames,1.01776477845606,17.875765947835,18.5256684621367,17.5672851147755,0.973750568602482,243.712209742106,250.182819262264,236.15856843003,0.992369244839425,96.8490194676513,103.459758727563,90.5594887841159,0.836709630504053,116.280093074987,134.766796340821,94.5611806502875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03607207645791,16.1153538083399,16.15922484561,16.1035294385407,0.93042591823868,4.98960471410245,5.05882448617539,4.89401477582772,0.966831783994017,18.0350720568381,18.2966800606755,17.9072722165647,1.07442899016374,2.71029369947214,2.75504390592869,2.67081058932932,0.941370048344798,25.5161542859987,26.8517093455191,24.3134902637156,1.01507218216555,193.549204936198,202.825598200812,179.351278169078,1.0337196498014,563.802407071501,582.404219786371,540.123754831819,0.943009949848144,33.5686694315667,34.637484955995,32.0053368329238,NA,NA,NA,NA,NA,NA,NA,NA,PHK56,W606S,1990,1963,1963,1990,1976.5
PHK76 X 3IIH6,1.08601213806539,57.3304244551262,57.7561223763236,57.1067028585099,2023 Ames,0.910305442816466,15.7516995465157,16.3329829713228,15.4757892504603,1.08325738973532,239.19212287089,246.390409377528,230.789008115887,1.05975666148229,103.344840333026,110.404485726558,96.6282153729765,0.990215997560246,179.678180206553,201.556533996924,153.974622187755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01995665973147,15.6776824902173,15.7208711424836,15.6660420406792,0.968487328563347,4.49979599345862,4.57184737425592,4.40029570854343,1.05948936404951,16.0636512848929,16.3503308316398,15.9236035808987,0.999908414108037,2.38443989137166,2.42608629925773,2.34769526291469,1.01062293610443,19.7022640239937,21.1360706104204,18.4111247451479,1.00383877982881,141.116698437807,150.290433527361,127.075894510347,1.03357151546091,485.726269312081,504.325416345536,462.051010276285,0.99835609376161,28.9086373419361,30.0401826581778,27.2535512776982,NA,NA,NA,NA,NA,NA,NA,NA,PHK76,3IIH6,1987,1993,1987,1993,1990
PHK76 X LH145,1.37985161828973,58.622729264555,59.1636071653428,58.3384758972885,2023 Ames,1.10096393480589,15.7929695289661,16.4959995851557,15.4592713317337,0.955466287146208,240.301578103481,246.650687878761,232.889772810016,0.968175820521711,102.121494763962,108.571067783786,95.9852994295186,0.920642469938215,158.684712475669,179.025872102838,134.787111145323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961733935013553,15.1367983758861,15.1775216675041,15.1258224042772,0.949877919654675,4.46438290096251,4.53504982006563,4.36679450630536,0.854959442420917,15.5544296129607,15.7857668908578,15.4414175233806,1.11780182802636,2.47558274388767,2.52213943868987,2.43450576895694,0.927257306247471,21.0078437134475,22.3233765254523,19.8232096754475,0.960275556046083,127.260219049329,136.035844917901,113.828738746212,1.03184153461099,451.070874171945,469.638890153789,427.435242529258,0.950202798789726,29.6500213030297,30.7269892638293,28.0747643177678,NA,NA,NA,NA,NA,NA,NA,NA,PHK76,LH145,1987,1983,1983,1987,1985
PHK76 X LH198,1.05979530844241,58.7027718636448,59.118193242362,58.4844510086738,2023 Ames,0.942020118015454,16.3043315165549,16.905866621896,16.0188086168481,1.07952460251264,239.222378869917,246.395860863656,230.848220335002,0.913496596856245,102.820029829816,108.905353259615,97.0303855969763,1.06080514034063,172.371105073587,195.809092563386,144.83522750893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01271773946206,15.0754645629055,15.1183466931178,15.063906728923,0.947642678584334,4.59804613022425,4.66854675680007,4.5006873793805,0.939990297419213,15.3692724650533,15.6236176256131,15.2450206439428,0.930548769198017,2.43535065964331,2.47410822288921,2.40115485900513,0.919998280852066,21.5303201244639,22.8355542998049,20.3549599832648,0.924152676642105,141.287291338759,149.73280271785,128.361065741077,0.928502249066018,467.6831455194,484.391568297066,446.414630537005,0.965653207851209,30.3965144133667,31.4909939996441,28.7956435645903,NA,NA,NA,NA,NA,NA,NA,NA,PHK76,LH198,1987,1991,1987,1991,1989
