Start Date:,5/1/2023,Start Time:,12:00 AM
End Date:,5/1/2023,End Time:,3:41 PM

Product:,Whole Corn,,Parameters:,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
MV$Inbred-HIPS$Rep1$Plot206$Row60$Range25$DJ7,5/1/2023,3:36 PM,,5.34,10.02,3.86,0.93,0.99,65.1
MV$Inbred-HIPS$Rep1$Plot206$Row60$Range25$DJ7,5/1/2023,3:36 PM,,5.34,10.03,3.88,0.93,0.98,65.2
MV$Inbred-HIPS$Rep1$Plot137$Row60$Range18$PHG71,5/1/2023,3:37 PM,,5.85,12.22,4.21,0.98,1.06,62.46
MV$Inbred-HIPS$Rep1$Plot137$Row60$Range18$PHG71,5/1/2023,3:37 PM,,5.79,11.94,4.21,1,1.05,62.66
MV$Inbred-HIPS$Rep1$Plot137$Row60$Range18$PHG71,5/1/2023,3:37 PM,,5.86,12,4.19,0.98,1.04,63.04
MV$Inbred-HIPS$Rep1$Plot139$Row58$Range18$B73,5/1/2023,3:38 PM,,6.18,10.35,4.03,1.16,1.01,64.31
MV$Inbred-HIPS$Rep1$Plot139$Row58$Range18$B73,5/1/2023,3:38 PM,,6.15,10.21,4.03,1.17,1,64.29
MV$Inbred-HIPS$Rep1$Plot139$Row58$Range18$B73,5/1/2023,3:38 PM,,6.18,10.44,4.05,1.17,0.99,64.31
MV$Inbred-HIPS$Rep1$Plot373$Row58$Range44$B73,5/1/2023,3:39 PM,,6.13,11.99,4.03,1.42,1.18,60.04
MV$Inbred-HIPS$Rep1$Plot373$Row58$Range44$B73,5/1/2023,3:39 PM,,6.08,11.73,4.09,1.43,1.17,60.19
MV$Inbred-HIPS$Rep1$Plot373$Row58$Range44$B73,5/1/2023,3:40 PM,,6.13,11.77,4.06,1.42,1.16,60.22
,,,Average:,6.03,11.49,4.08,1.26,1.02,62.16

