loc,row,range,genotype,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,plot,qr,nLvl,field,rep,population,irrigation,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,hundredKernelWt,pctMoistureEarPhenotyping,kernelMass,kernelColor,kernelStriping
North Platte1,11,17,PHB47 X PHK56,68.92,10.34,4.59,1.42,1.02,251,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT251$ROW11$RANGE17$PHB47 X PHK56,Medium,Hybrid HIPS,2,Hybrid,Full,16.5,14.9,4,2.5,23.5,23.5,28.4,NA,149,yellow,N
North Platte1,11,18,PHK76 X W606S,70.62,9.12,3.95,0.55,0.84,267,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT267$ROW11$RANGE18$PHK76 X W606S,Medium,Hybrid HIPS,2,Hybrid,Full,18,16.8,4.2,3.1,23.6,23.6,31.8,4.1,141.7,red,N
North Platte1,11,19,2FACC X 3IIH6,68.11,8.79,3.68,1.4,1.1,283,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT283$ROW11$RANGE19$2FACC X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,16.4,15.4,4.5,2.9,22,22,33,NA,142.2,yellow,N
North Platte1,11,20,B37 X H95,68.21,11.38,4.96,0.66,1.01,299,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT299$ROW11$RANGE20$B37 X H95,Medium,Hybrid HIPS,2,Hybrid,Full,13.2,12.2,4.5,3,18.4,18.4,24.5,NA,107.2,yellow,N
North Platte1,11,21,HOEGEMEYER 8065RR,71.54,8.57,3.67,0.36,0.91,315,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT315$ROW11$RANGE21$HOEGEMEYER 8065RR,Medium,Hybrid HIPS,2,Hybrid,Full,17.8,16.8,4.5,2.7,21.5,21.5,37.2,4.3,215.3,yellow,N
North Platte1,11,22,PHZ51 X LH145,70.18,9.45,4.27,0.87,0.86,331,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT331$ROW11$RANGE22$PHZ51 X LH145,Medium,Hybrid HIPS,2,Hybrid,Full,22,20.8,4.4,2.9,26.3,26.3,30.1,3.8,178.2,yellow,N
North Platte1,11,23,PHK56 X LH185,67.88,9.14,3,1.43,0.92,347,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT347$ROW11$RANGE23$PHK56 X LH185,Medium,Hybrid HIPS,2,Hybrid,Full,17.5,17.4,4.4,2.5,22.7,22.7,35.8,NA,168.9,yellow,N
North Platte1,11,25,LH195 X LH185,67.27,10.39,3.82,1.19,1.19,363,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT363$ROW11$RANGE25$LH195 X LH185,High,Hybrid HIPS,2,Hybrid,Full,16.6,16.1,4.6,2.6,19.4,19.4,33.4,NA,166.4,yellow,N
North Platte1,11,26,4N506 X 3IIH6,71.36,9.01,4.31,0.57,0.94,379,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT379$ROW11$RANGE26$4N506 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,17.4,15.5,4,2.5,22.4,22.4,31.3,4.6,143.7,yellow,N
North Platte1,11,27,B73 X MO17,68.11,11.3,3.52,0.87,1.03,395,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT395$ROW11$RANGE27$B73 X MO17,High,Hybrid HIPS,2,Hybrid,Full,18,16.4,4.2,2.8,23.4,23.4,30.9,4.6,145.6,yellow,N
North Platte1,11,28,B84 X 3IIH6,68.42,9.4,3.86,1.02,1.09,411,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT411$ROW11$RANGE28$B84 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,15.1,13.8,4.2,2.4,22.1,22.1,29.8,5.2,146.5,yellow,N
North Platte1,11,29,PHP02 X W606S,71.8,9.15,3.74,0.7,0.86,427,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT427$ROW11$RANGE29$PHP02 X W606S,High,Hybrid HIPS,2,Hybrid,Full,17.5,15.9,4.2,3.4,24.3,24.3,30.3,4.7,125.2,orange,N
North Platte1,11,30,PIONEER 1311 AMXT,71.02,9.45,3.63,0.88,0.87,443,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT443$ROW11$RANGE30$PIONEER 1311 AMXT,High,Hybrid HIPS,2,Hybrid,Full,17.6,14.5,4.1,2.8,24.4,24.4,28.4,NA,146.3,yellow,N
North Platte1,11,31,LH198 X PHZ51,69.9,11.58,2.91,1.47,0.97,459,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT459$ROW11$RANGE31$LH198 X PHZ51,High,Hybrid HIPS,2,Hybrid,Full,15.2,15.1,3.9,2.6,23.5,23.5,30.9,4.2,114.9,yellow,N
North Platte1,11,32,N209 X 3IIH6,67.82,9.23,4.42,1.21,1.14,475,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT475$ROW11$RANGE32$N209 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,17.1,14.5,4.2,2.5,21.7,21.7,27,5,152.4,yellow,N
North Platte1,11,33,2369 X LH123HT,71.9,8.66,3.48,0.66,0.8,491,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT491$ROW11$RANGE33$2369 X LH123HT,High,Hybrid HIPS,2,Hybrid,Full,17.9,17.1,4.1,2.6,24.8,24.8,29.9,4.3,179.2,yellow,N
North Platte1,11,34,PHP02 X LH145,70.65,10.8,4.4,0.7,0.88,507,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT507$ROW11$RANGE34$PHP02 X LH145,High,Hybrid HIPS,2,Hybrid,Full,17,15.4,3.5,2.5,18.1,18.1,25.2,4.3,104.4,yellow,N
North Platte1,11,35,SYNGENTA NK0760-3111,71.66,10.11,3.71,1.98,1.29,523,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT523$ROW11$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,2,Hybrid,Full,15.5,14.1,4.1,2.2,15.8,15.8,22.9,4.3,92.6,yellow,N
North Platte1,12,1,LH82 X PHB47,70.9,10.21,4.48,0.43,0.9,12,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT12$ROW12$RANGE1$LH82 X PHB47,Low,Hybrid HIPS,2,Hybrid,Full,16,13.4,3.8,2.1,18,18,24.1,4.6,129.9,yellow,N
North Platte1,12,2,PHG39 X PHM49,72.11,9.15,4.2,0.62,0.76,28,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT28$ROW12$RANGE2$PHG39 X PHM49,Low,Hybrid HIPS,2,Hybrid,Full,16.5,16.4,4,2.2,23.4,23.4,35.5,4.6,163.7,yellow,N
North Platte1,12,3,4N506 X 3IIH6,67.83,8.74,4.07,0.74,1,44,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT44$ROW12$RANGE3$4N506 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,16.9,13.8,4,2.5,20.5,20.5,28.7,5,137.1,yellow,N
North Platte1,12,4,PHP02 X LH82,69.61,10.95,4.33,0.52,0.94,60,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT60$ROW12$RANGE4$PHP02 X LH82,Low,Hybrid HIPS,2,Hybrid,Full,17.1,14.5,4.1,3,19.3,19.3,23.8,4.7,122,yellow,N
North Platte1,12,5,PHK76 X LH82,72.23,8.85,4.04,0.42,0.94,76,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT76$ROW12$RANGE5$PHK76 X LH82,Low,Hybrid HIPS,2,Hybrid,Full,16.5,14.8,3.6,2.1,17.2,17.2,26.4,NA,119.7,orange,N
North Platte1,12,6,PHP02 X LH198,70.32,10.48,4.02,0.85,0.89,92,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT92$ROW12$RANGE6$PHP02 X LH198,Low,Hybrid HIPS,2,Hybrid,Full,15.6,13.5,4,2.5,25.8,25.8,37.2,3.8,140.3,yellow,N
North Platte1,12,7,B73 X MO17,68.54,10.67,2.95,1,0.95,108,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT108$ROW12$RANGE7$B73 X MO17,Low,Hybrid HIPS,2,Hybrid,Full,17,15.5,4.6,3,23.4,23.4,29.3,4.6,144.2,yellow,N
North Platte1,12,8,HOEGEMEYER 8065RR,73.52,7.94,3.77,0.57,0.89,124,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT124$ROW12$RANGE8$HOEGEMEYER 8065RR,Low,Hybrid HIPS,2,Hybrid,Full,17.1,15.6,4.1,2.5,16.9,16.9,33.2,4.4,174.1,yellow,N
North Platte1,12,9,LH198 X PHZ51,71.55,9.05,4.43,0.5,0.84,140,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT140$ROW12$RANGE9$LH198 X PHZ51,Low,Hybrid HIPS,2,Hybrid,Full,16.4,14.2,4.2,3,24.2,24.2,31.8,4.2,132.9,yellow,N
North Platte1,12,10,B37 X MO17,67.78,9.98,3.64,1,0.97,156,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT156$ROW12$RANGE10$B37 X MO17,Low,Hybrid HIPS,2,Hybrid,Full,17.8,16.4,4.2,2.8,28,28,31.6,4.5,160.2,yellow,N
North Platte1,12,11,SYNGENTA NK0760-3111,71.83,8.73,3.93,1.93,1.25,172,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT172$ROW12$RANGE11$SYNGENTA NK0760-3111,Low,Hybrid HIPS,2,Hybrid,Full,17.9,16.6,4.4,2.6,22.7,22.7,28.6,4.5,170.7,yellow,N
North Platte1,12,13,PHK76 X LH145,71.69,10.23,3.8,0.39,0.7,188,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT188$ROW12$RANGE13$PHK76 X LH145,Medium,Hybrid HIPS,2,Hybrid,Full,16.8,15.8,3.9,2.8,21.6,21.6,28.4,3.8,125.2,orange,N
North Platte1,12,14,PHK56 X W606S,71.61,8.28,4.08,0.67,0.85,204,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT204$ROW12$RANGE14$PHK56 X W606S,Medium,Hybrid HIPS,2,Hybrid,Full,19,17.4,4.4,2.9,24.6,24.6,31.5,NA,171.9,yellow,N
North Platte1,12,15,PHN46 X PHB47,72.04,8.59,3.37,0.76,0.82,220,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT220$ROW12$RANGE15$PHN46 X PHB47,Medium,Hybrid HIPS,2,Hybrid,Full,16.8,15.1,4.4,2.5,17.8,17.8,31.8,NA,149.9,yellow,N
North Platte1,12,16,PHB47 X 3IIH6,67.55,9.29,3.93,1.26,0.93,236,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT236$ROW12$RANGE16$PHB47 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,19.8,17,4.2,2.8,22.7,22.7,30.1,4.6,164.6,yellow,N
North Platte1,12,17,PHP02 X PHJ89,70.8,9.25,4.12,0.61,1.11,252,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT252$ROW12$RANGE17$PHP02 X PHJ89,Medium,Hybrid HIPS,2,Hybrid,Full,17.1,15.5,3.9,2.5,17.5,17.5,27.2,NA,142.1,yellow,N
North Platte1,12,18,PHT69 X 3IIH6,73.23,8.57,4.37,0.95,1.28,268,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT268$ROW12$RANGE18$PHT69 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,19.4,19,4.4,3,20.6,20.6,30.1,4.1,175,yellow,N
North Platte1,12,19,B84 X 3IIH6,67.66,9.33,4.27,0.9,1.12,284,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT284$ROW12$RANGE19$B84 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,17.1,15.6,4.6,3,24.7,24.7,31.2,NA,151.5,yellow,N
North Platte1,12,20,B105 X 3IIH6,69.03,8.85,4.05,0.52,1.04,300,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT300$ROW12$RANGE20$B105 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,16.9,14.4,4,2.5,13.3,13.3,28.6,NA,126.3,yellow,N
North Platte1,12,21,PHK56 X LH198,68.93,9.62,3.44,0.84,0.9,316,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT316$ROW12$RANGE21$PHK56 X LH198,Medium,Hybrid HIPS,2,Hybrid,Full,14.6,13.6,4.9,3,20.9,20.9,30.3,4.4,152.5,yellow,N
North Platte1,12,22,PIONEER P0589 AMXT,72.29,8.83,3.67,0.33,0.92,332,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT332$ROW12$RANGE22$PIONEER P0589 AMXT,Medium,Hybrid HIPS,2,Hybrid,Full,18.2,16.9,5,3,23.8,23.8,33.9,4.2,191.5,yellow,N
North Platte1,12,23,2369 X PHZ51,70.73,9.22,3.86,1.02,1,348,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT348$ROW12$RANGE23$2369 X PHZ51,Medium,Hybrid HIPS,2,Hybrid,Full,19.2,17.9,4.5,3,30.4,30.4,31.8,NA,182.5,yellow,N
North Platte1,12,25,F42 X OH43,69.08,11.18,4.25,0.99,1.1,364,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT364$ROW12$RANGE25$F42 X OH43,High,Hybrid HIPS,2,Hybrid,Full,14.8,13.6,4.6,3,20.6,20.6,29.7,NA,127.7,yellow,N
North Platte1,12,26,PHK56 X PHJ89,69.5,10.6,4.09,0.53,0.97,380,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT380$ROW12$RANGE26$PHK56 X PHJ89,High,Hybrid HIPS,2,Hybrid,Full,15.1,14.5,3.8,2.4,19.6,19.6,29,4.7,104.8,yellow,N
North Platte1,12,27,PHK76 X W606S,71.37,9.02,4.35,0.2,0.75,396,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT396$ROW12$RANGE27$PHK76 X W606S,High,Hybrid HIPS,2,Hybrid,Full,16.2,15.1,3.9,2.9,19.3,19.3,30.4,4.3,117.4,red,N
North Platte1,12,28,PHW52 X LH185,69.7,8.2,3.93,0.64,0.88,412,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT412$ROW12$RANGE28$PHW52 X LH185,High,Hybrid HIPS,2,Hybrid,Full,16.6,16.2,4.5,2.9,18.4,18.4,32.9,4.1,154.8,yellow,N
North Platte1,12,29,PHZ51 X LH145,71.31,8.96,3.42,0.84,0.79,428,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT428$ROW12$RANGE29$PHZ51 X LH145,High,Hybrid HIPS,2,Hybrid,Full,19.8,16.8,3.8,2.5,24,24,28.2,4.4,148.4,yellow,N
North Platte1,12,30,PHW52 X PHN82,71.92,9.01,4.27,0.58,1.07,444,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT444$ROW12$RANGE30$PHW52 X PHN82,High,Hybrid HIPS,2,Hybrid,Full,18.9,16.8,4.8,2.9,24.9,24.9,33.8,NA,191.2,yellow,N
North Platte1,12,31,PHW52 X PHM49,71.83,9.37,3.96,0.22,0.84,460,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT460$ROW12$RANGE31$PHW52 X PHM49,High,Hybrid HIPS,2,Hybrid,Full,16.4,14.6,4.5,2.2,17.5,17.5,32.9,4.4,144.5,yellow,N
North Platte1,12,32,B14A X MO17,71.04,8.84,4.4,1.38,1.18,476,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT476$ROW12$RANGE32$B14A X MO17,High,Hybrid HIPS,2,Hybrid,Full,16.8,15.8,4.1,2.5,26,26,31.8,4.9,180.2,yellow,N
North Platte1,12,33,PHN46 X PHB47,71.49,8.47,4.01,0.66,0.83,492,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT492$ROW12$RANGE33$PHN46 X PHB47,High,Hybrid HIPS,2,Hybrid,Full,17.6,16.6,4.5,2.5,20.2,20.2,32.5,5.1,169.8,yellow,N
North Platte1,12,34,PHP02 X LH185,67.82,10.21,3.64,1.5,1.03,508,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT508$ROW12$RANGE34$PHP02 X LH185,High,Hybrid HIPS,2,Hybrid,Full,19.2,18.9,4.4,2.5,31.8,31.8,41.3,4.9,219,yellow,N
North Platte1,12,35,SYNGENTA NK0760-3111,70.06,9.82,4.19,1.82,1.35,524,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT524$ROW12$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,2,Hybrid,Full,16.9,15.6,4.4,2.5,24,24,30.4,4.2,175.3,yellow,N
North Platte1,13,1,B73 X PHN82,72.63,8.9,3.72,0.34,0.74,13,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT13$ROW13$RANGE1$B73 X PHN82,Low,Hybrid HIPS,2,Hybrid,Full,14.9,12.5,4.2,2.5,25.6,25.6,34.5,4.2,150.3,yellow,N
North Platte1,13,2,F42 X MO17,70.23,9.76,3.05,0.83,0.93,29,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT29$ROW13$RANGE2$F42 X MO17,Low,Hybrid HIPS,2,Hybrid,Full,16.9,15.9,4.2,2.8,19.5,19.5,30.4,4.4,140.4,yellow,N
North Platte1,13,3,PHN46 X W606S,73.09,7.97,3.54,0.23,0.72,45,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT45$ROW13$RANGE3$PHN46 X W606S,Low,Hybrid HIPS,2,Hybrid,Full,13.9,12.6,4.1,2.9,17,17,28.5,4.8,110.7,yellow,N
North Platte1,13,4,LH123HT X PHB47,69.49,10.07,4.01,1.39,0.73,61,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT61$ROW13$RANGE4$LH123HT X PHB47,Low,Hybrid HIPS,2,Hybrid,Full,16.8,15.4,3.8,2.5,19.7,19.7,27.4,4.5,122.3,yellow,N
North Platte1,13,5,PHP02 X PHK56,70.89,9.19,3.74,0.87,0.98,77,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT77$ROW13$RANGE5$PHP02 X PHK56,Low,Hybrid HIPS,2,Hybrid,Full,16.6,15.9,4.2,2.5,20.2,20.2,30.5,NA,148.8,yellow,N
North Platte1,13,6,PHP02 X W606S,72.64,8.84,3.86,0.63,0.8,93,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT93$ROW13$RANGE6$PHP02 X W606S,Low,Hybrid HIPS,2,Hybrid,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Platte1,13,7,LH195 X PHZ51,72.48,8.64,3.73,0.46,0.85,109,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT109$ROW13$RANGE7$LH195 X PHZ51,Low,Hybrid HIPS,2,Hybrid,Full,16.1,13.8,4,2.5,22,22,27.4,3.9,119.3,yellow,N
North Platte1,13,8,PHP02 X PHB47,69.89,9.8,4.13,1.08,0.91,125,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT125$ROW13$RANGE8$PHP02 X PHB47,Low,Hybrid HIPS,2,Hybrid,Full,19,15.6,4.5,3,21.5,21.5,31.3,4.5,151.3,yellow,N
North Platte1,13,9,2369 X PHP02,72.18,7.63,4.02,1.3,1.19,141,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT141$ROW13$RANGE9$2369 X PHP02,Low,Hybrid HIPS,2,Hybrid,Full,15.5,14.5,4.2,2.6,18.3,18.3,27.9,4.5,150.3,yellow,N
North Platte1,13,10,PHK56 X W606S,69.94,8.73,3.6,1.01,0.95,157,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT157$ROW13$RANGE10$PHK56 X W606S,Low,Hybrid HIPS,2,Hybrid,Full,16.2,13.6,4.4,2.5,20.8,20.8,31.4,4.4,141.3,yellow,N
North Platte1,13,11,SYNGENTA NK0760-3111,67,10.83,3.05,1.44,1,173,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT173$ROW13$RANGE11$SYNGENTA NK0760-3111,Low,Hybrid HIPS,2,Hybrid,Full,17.8,15,4,2.8,20.4,20.4,30.3,4.7,141.1,yellow,N
North Platte1,13,13,PHP02 X PHB47,71.25,8.93,4.45,0.48,0.73,189,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT189$ROW13$RANGE13$PHP02 X PHB47,Medium,Hybrid HIPS,2,Hybrid,Full,16.8,15.8,4,2.9,21.1,21.1,30.2,4.3,138.7,orange,N
North Platte1,13,14,PHG39 X PHM49,71.52,9.74,4.24,0.92,0.89,205,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT205$ROW13$RANGE14$PHG39 X PHM49,Medium,Hybrid HIPS,2,Hybrid,Full,17.5,16.4,4.1,2.5,21,21,31.6,NA,163.2,orange,N
North Platte1,13,16,PHP02 X LH82,70.11,10.44,4.56,0.39,0.97,237,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT237$ROW13$RANGE16$PHP02 X LH82,Medium,Hybrid HIPS,2,Hybrid,Full,15.6,13.1,4,2.5,17.3,17.3,24.1,4.6,120.4,yellow,N
North Platte1,13,17,2369 X PHN82,71.07,8.5,4.04,0.6,1.01,253,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT253$ROW13$RANGE17$2369 X PHN82,Medium,Hybrid HIPS,2,Hybrid,Full,17.1,15.5,4.6,2.9,24.5,24.5,29.8,NA,162.6,yellow,N
North Platte1,13,18,2369 X 3IIH6,68.91,8.68,3.29,1.21,1.13,269,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT269$ROW13$RANGE18$2369 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,17.9,16.8,4.6,3,22.3,22.3,28.2,4.7,175.3,yellow,N
North Platte1,13,19,PHN46 X PHK56,69.41,8.19,2.31,1.48,0.99,285,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT285$ROW13$RANGE19$PHN46 X PHK56,Medium,Hybrid HIPS,2,Hybrid,Full,15.8,14.1,4.5,2.5,18.5,18.5,30.2,NA,152.5,yellow,N
North Platte1,13,20,PHK56 X 3IIH6,70.37,7.69,3.15,0.9,0.85,301,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT301$ROW13$RANGE20$PHK56 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,16.9,16.2,4.5,2.8,19.6,19.6,31.6,NA,143.8,yellow,N
North Platte1,13,21,B73 X PHM49,69.99,9.28,3.02,0.81,0.86,317,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT317$ROW13$RANGE21$B73 X PHM49,Medium,Hybrid HIPS,2,Hybrid,Full,16.8,15.5,4.2,2.5,22.4,22.4,29.5,4,165.5,yellow,N
North Platte1,13,22,PHP02 X PHN46,69.74,9.29,2.79,1.14,0.99,333,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT333$ROW13$RANGE22$PHP02 X PHN46,Medium,Hybrid HIPS,2,Hybrid,Full,16.9,15.5,4.4,3.1,22.8,22.8,30.6,4.4,157.3,yellow,N
North Platte1,13,23,PHK76 X LH198,71.17,10.38,4.06,0.55,0.87,349,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT349$ROW13$RANGE23$PHK76 X LH198,Medium,Hybrid HIPS,2,Hybrid,Full,15.6,14.4,3.8,2.5,20.4,20.4,34.9,NA,95.6,yellow,N
North Platte1,13,25,LH195 X LH123HT,70.56,10.5,4.18,1.06,1.07,365,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT365$ROW13$RANGE25$LH195 X LH123HT,High,Hybrid HIPS,2,Hybrid,Full,17.1,16.5,4.4,2.6,24.8,24.8,31.8,NA,161.1,yellow,N
North Platte1,13,26,B73 X PHZ51,68.71,9.3,3.68,0.88,1.2,381,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT381$ROW13$RANGE26$B73 X PHZ51,High,Hybrid HIPS,2,Hybrid,Full,16.8,15.5,4.4,2.8,27.6,27.6,30.9,4.9,172.2,yellow,N
North Platte1,13,27,LH185 X LH82,71.11,9.54,3.66,0.54,0.91,397,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT397$ROW13$RANGE27$LH185 X LH82,High,Hybrid HIPS,2,Hybrid,Full,18,17,4.8,2.8,21.4,21.4,29.4,4,183.5,yellow,N
North Platte1,13,28,PHJ40 X LH82,72.27,9.53,3.48,0.5,0.84,413,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT413$ROW13$RANGE28$PHJ40 X LH82,High,Hybrid HIPS,2,Hybrid,Full,17.1,15.1,3.8,2.4,21.7,21.7,27.6,3.9,130,yellow,N
North Platte1,13,29,LH195 X PHM49,72.54,9.09,3.35,0.62,0.91,429,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT429$ROW13$RANGE29$LH195 X PHM49,High,Hybrid HIPS,2,Hybrid,Full,17.4,16.1,4.5,2.8,22.4,22.4,33.2,4.4,148.9,yellow,N
North Platte1,13,30,B37 X MO17,65.91,10.67,4.25,1.15,1.17,445,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT445$ROW13$RANGE30$B37 X MO17,High,Hybrid HIPS,2,Hybrid,Full,17.2,16.4,4.8,2.6,26.7,26.7,33.6,NA,148.9,yellow,N
