loc,row,range,genotype,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,plot,qr,nLvl,field,rep,population,irrigation,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,hundredKernelWt,pctMoistureEarPhenotyping,kernelMass,kernelColor,kernelStriping
North Platte1,13,31,PHK76 X LH145,71.22,9.79,3.75,0.78,0.8,461,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT461$ROW13$RANGE31$PHK76 X LH145,High,Hybrid HIPS,2,Hybrid,Full,17.6,16.2,4,3,24.7,24.7,26.2,4.3,134.2,yellow,N
North Platte1,13,32,B73 X PHM49,69.32,8.82,3.44,0.67,1.02,477,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT477$ROW13$RANGE32$B73 X PHM49,High,Hybrid HIPS,2,Hybrid,Full,16,14.4,4.1,2.5,21.2,21.2,29.5,4.5,162.8,yellow,N
North Platte1,13,33,LH145 X LH162,72.26,9.63,3.47,0.17,0.76,493,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT493$ROW13$RANGE33$LH145 X LH162,High,Hybrid HIPS,2,Hybrid,Full,17.1,13.9,3.6,2.6,18.1,18.1,23.2,4.6,108.2,yellow,N
North Platte1,13,34,B37 X OH43,68.69,10.87,3.55,1.41,0.83,509,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT509$ROW13$RANGE34$B37 X OH43,High,Hybrid HIPS,2,Hybrid,Full,14.8,13.1,3.6,2.2,23.3,23.3,28.5,4.4,96.3,yellow,N
North Platte1,13,35,SYNGENTA NK0760-3111,68.83,9.73,3.73,1.5,1.15,525,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT525$ROW13$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,2,Hybrid,Full,16.8,15.9,4,2.2,14.3,14.3,23.1,4.4,105,yellow,N
North Platte1,14,1,LH145 X LH162,71.85,10.93,3.78,0.04,0.74,14,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT14$ROW14$RANGE1$LH145 X LH162,Low,Hybrid HIPS,2,Hybrid,Full,14.8,11.4,3.4,2,14,14,25.5,3.6,87.6,yellow,N
North Platte1,14,2,PHK76 X 3IIH6,71.72,7.88,3.98,0.22,0.88,30,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT30$ROW14$RANGE2$PHK76 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,16.4,14.6,3.5,2,16.6,16.6,27.4,4.4,127,yellow,N
North Platte1,14,3,B73 X 3IIH6,70.55,8.34,4.24,0.49,0.92,46,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT46$ROW14$RANGE3$B73 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,16.6,14.4,4.5,3,19.4,19.4,28,4.2,137.6,yellow,N
North Platte1,14,4,PHP02 X PHK76,68.96,9.8,3.39,0.91,0.96,62,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT62$ROW14$RANGE4$PHP02 X PHK76,Low,Hybrid HIPS,2,Hybrid,Full,16.5,14.2,4,2.5,17.8,17.8,29,6.6,105.6,yellow,N
North Platte1,14,5,PHK76 X LH198,70.29,9.9,3.98,0.59,0.86,78,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT78$ROW14$RANGE5$PHK76 X LH198,Low,Hybrid HIPS,2,Hybrid,Full,15.5,14,3.9,2.5,21.5,21.5,32.7,NA,115.9,yellow,N
North Platte1,14,6,PIONEER P0589 AMXT,68.8,9.36,3.85,0.8,1.04,94,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT94$ROW14$RANGE6$PIONEER P0589 AMXT,Low,Hybrid HIPS,2,Hybrid,Full,17.5,15.2,4.8,3,21.6,21.6,32.7,4.4,162.6,yellow,N
North Platte1,14,7,LH74 X PHN82,72.54,8.52,3.67,0.62,0.78,110,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT110$ROW14$RANGE7$LH74 X PHN82,Low,Hybrid HIPS,2,Hybrid,Full,15.8,13.6,4.5,3,21.2,21.2,31.3,4.2,148.9,yellow,N
North Platte1,14,8,LH195 X LH123HT,71.97,9.25,3.73,0.9,0.88,126,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT126$ROW14$RANGE8$LH195 X LH123HT,Low,Hybrid HIPS,2,Hybrid,Full,17.4,16.8,4,2.9,23.6,23.6,27.9,4.1,152.9,yellow,N
North Platte1,14,9,PHP02 X PHJ89,70.3,10.12,3.48,0.53,0.99,142,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT142$ROW14$RANGE9$PHP02 X PHJ89,Low,Hybrid HIPS,2,Hybrid,Full,17,16.5,4.4,2.9,21,21,30.3,4.6,148.9,yellow,N
North Platte1,14,10,LH198 X PHB47,69.71,10.14,3.18,1.16,0.85,158,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT158$ROW14$RANGE10$LH198 X PHB47,Low,Hybrid HIPS,2,Hybrid,Full,15.4,14.9,4.1,2.6,22,22,29.2,4.1,126.2,yellow,N
North Platte1,14,11,SYNGENTA NK0760-3111,68.87,8.3,3.91,1.46,1.2,174,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT174$ROW14$RANGE11$SYNGENTA NK0760-3111,Low,Hybrid HIPS,2,Hybrid,Full,16.2,15.1,4.1,2.4,19.2,19.2,27.9,4.4,151.9,yellow,N
North Platte1,14,13,PHP02 X PHG47,72.83,8.6,4,0.02,0.77,190,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT190$ROW14$RANGE13$PHP02 X PHG47,Medium,Hybrid HIPS,2,Hybrid,Full,16.8,15,3.8,2.8,16.1,16.1,24.6,4.4,124.8,yellow,N
North Platte1,14,14,B37 X OH43,69.42,10.62,3.89,1.29,0.86,206,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT206$ROW14$RANGE14$B37 X OH43,Medium,Hybrid HIPS,2,Hybrid,Full,14.8,14.6,4.2,2.8,22.9,22.9,27.2,4.5,121.5,yellow,N
North Platte1,14,15,B73 X MO17,67.55,11.25,3.16,1.52,1.19,222,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT222$ROW14$RANGE15$B73 X MO17,Medium,Hybrid HIPS,2,Hybrid,Full,17,15.8,4,2.6,22.2,22.2,29.8,NA,141.3,yellow,N
North Platte1,14,16,4N506 X 3IIH6,68.63,8.67,4.41,0.49,0.98,238,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT238$ROW14$RANGE16$4N506 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,18.1,15.2,4.5,2.5,22.3,22.3,31.9,4.6,153.4,yellow,N
North Platte1,14,17,PHP02 X PHK56,67.91,9.49,3.86,1.09,1,254,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT254$ROW14$RANGE17$PHP02 X PHK56,Medium,Hybrid HIPS,2,Hybrid,Full,16.9,15.6,5,2.8,22.6,22.6,36,NA,147.9,yellow,N
North Platte1,14,18,LH195 X LH123HT,71.58,9.69,3.32,0.92,0.88,270,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT270$ROW14$RANGE18$LH195 X LH123HT,Medium,Hybrid HIPS,2,Hybrid,Full,17.2,16.8,4.4,3.1,24.5,24.5,29.2,4.1,165.3,yellow,N
North Platte1,14,20,PHK76 X LH82,71.55,8.47,4.13,0.16,0.89,302,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT302$ROW14$RANGE20$PHK76 X LH82,Medium,Hybrid HIPS,2,Hybrid,Full,18.2,16.1,4.2,3,20.1,20.1,30.9,NA,135.8,orange,N
North Platte1,14,21,F42 X OH43,70.59,9.18,4.22,0.62,0.93,318,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT318$ROW14$RANGE21$F42 X OH43,Medium,Hybrid HIPS,2,Hybrid,Full,17.2,16.2,4.8,3.1,26.2,26.2,28.6,4.4,179.6,yellow,N
North Platte1,14,22,PHK56 X LH82,70.56,9.58,4.23,0.43,0.93,334,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT334$ROW14$RANGE22$PHK56 X LH82,Medium,Hybrid HIPS,2,Hybrid,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Platte1,14,23,LH74 X PHM49,69.3,10.11,3.95,0.83,0.97,350,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT350$ROW14$RANGE23$LH74 X PHM49,Medium,Hybrid HIPS,2,Hybrid,Full,13.9,15,4.4,2.5,22.1,22.1,32,NA,174.6,yellow,N
North Platte1,14,25,PHB47 X PHK56,69.33,9.63,4.54,0.8,0.84,366,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT366$ROW14$RANGE25$PHB47 X PHK56,High,Hybrid HIPS,2,Hybrid,Full,15.5,14,4.5,2.5,19.2,19.2,30.8,NA,135.5,yellow,N
North Platte1,14,26,PHB47 X 3IIH6,68.59,9.45,2.88,1.24,1.02,382,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT382$ROW14$RANGE26$PHB47 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,18.8,15.6,3.9,2.4,19.2,19.2,28.1,4.6,156.3,yellow,N
North Platte1,14,27,LH195 X PHZ51,72.19,9.15,3.23,0.78,0.89,398,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT398$ROW14$RANGE27$LH195 X PHZ51,High,Hybrid HIPS,2,Hybrid,Full,18.8,16.9,4.2,2.9,29.7,29.7,28.3,4.1,171.5,yellow,N
North Platte1,14,28,LH123HT X 3IIH6,70.4,9.86,3.51,0.83,0.84,414,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT414$ROW14$RANGE28$LH123HT X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,18.1,17.1,3.9,2.5,22.3,22.3,28.3,4.5,120.6,yellow,N
North Platte1,14,29,PHK56 X 3IIH6,70.05,8.31,3.42,0.64,0.9,430,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT430$ROW14$RANGE29$PHK56 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,17.1,16.1,4.5,3,19.7,19.7,29.7,5,143,yellow,N
North Platte1,14,30,2FACC X 3IIH6,68.96,8.74,3.76,0.82,1.11,446,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT446$ROW14$RANGE30$2FACC X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,15.1,14,4.5,2.5,18.4,18.4,27.1,NA,147.1,yellow,N
North Platte1,14,31,2369 X PHP02,69.81,9.98,2.9,1.06,0.96,462,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT462$ROW14$RANGE31$2369 X PHP02,High,Hybrid HIPS,2,Hybrid,Full,18,16.8,4.2,3,27.8,27.8,32.6,4.1,155.4,yellow,N
North Platte1,14,32,PHK56 X LH82,71.03,9.46,3.96,0.54,0.92,478,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT478$ROW14$RANGE32$PHK56 X LH82,High,Hybrid HIPS,2,Hybrid,Full,15.2,14,4.6,3,22.8,22.8,27.6,4.6,149.6,yellow,N
North Platte1,14,34,F42 X MO17,71.03,10.47,4,0.81,0.93,510,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT510$ROW14$RANGE34$F42 X MO17,High,Hybrid HIPS,2,Hybrid,Full,17.4,16.1,3.9,2.4,20.7,20.7,29.9,4.7,162.3,yellow,N
North Platte1,14,35,SYNGENTA NK0760-3111,71.27,10.65,3.69,2.03,1.3,526,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT526$ROW14$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,2,Hybrid,Full,15.8,14.9,4,2.2,18.4,18.4,25.4,4.3,98.1,yellow,N
North Platte1,15,1,PHK76 X W606S,71.83,8.96,4.12,0.09,0.67,15,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT15$ROW15$RANGE1$PHK76 X W606S,Low,Hybrid HIPS,2,Hybrid,Full,15.5,14.6,3.6,2.4,18.8,18.8,29.4,3.6,102.7,orange,N
North Platte1,15,2,PHW52 X PHM49,71.43,9.89,4.4,0.51,0.91,31,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT31$ROW15$RANGE2$PHW52 X PHM49,Low,Hybrid HIPS,2,Hybrid,Full,15.6,14,4.4,2.2,18,18,36.2,4.7,154.9,yellow,N
North Platte1,15,3,PHK76 X LH145,71.59,9.36,4.23,0.29,0.77,47,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT47$ROW15$RANGE3$PHK76 X LH145,Low,Hybrid HIPS,2,Hybrid,Full,17,15.5,3.6,2.5,19.2,19.2,26.6,3.8,105.8,yellow,N
North Platte1,15,4,LH82 X PHJ89,71.66,8.45,3.88,0.32,0.93,63,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT63$ROW15$RANGE4$LH82 X PHJ89,Low,Hybrid HIPS,2,Hybrid,Full,17.5,16.2,4,2.5,18,18,24.8,4.6,146.3,yellow,N
North Platte1,15,5,N209 X 3IIH6,70.35,7.48,3.31,0.86,0.94,79,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT79$ROW15$RANGE5$N209 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,17.9,16.4,4.5,3,19.4,19.4,27.7,NA,145.4,yellow,N
North Platte1,15,6,LH195 X PHM49,71.86,8.72,4.31,0.21,0.85,95,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT95$ROW15$RANGE6$LH195 X PHM49,Low,Hybrid HIPS,2,Hybrid,Full,18.6,16.4,4.1,2.5,23.2,23.2,33,3.8,163.7,yellow,N
North Platte1,15,7,2369 X 3IIH6,72.39,8.34,3.53,0.24,0.88,111,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT111$ROW15$RANGE7$2369 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,17.3,15.3,4.5,2.8,19.1,19.1,25.7,4.5,146.2,NA,N
North Platte1,15,8,B105 X 3IIH6,69.14,7.76,4.01,0.72,1,127,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT127$ROW15$RANGE8$B105 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,18.2,15.2,4.2,3,17.1,17.1,26.7,4.7,135.9,yellow,N
North Platte1,15,9,PHK56 X LH198,70.22,9.45,4.25,0.61,0.79,143,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT143$ROW15$RANGE9$PHK56 X LH198,Low,Hybrid HIPS,2,Hybrid,Full,14.8,14.2,4.4,2.6,19.6,19.6,31.6,4.5,148.1,yellow,N
North Platte1,15,10,LH74 X PHM49,71.03,10.35,3.85,0.78,0.76,159,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT159$ROW15$RANGE10$LH74 X PHM49,Low,Hybrid HIPS,2,Hybrid,Full,16,14.1,4.1,2.5,19.6,19.6,34,4.1,143.5,yellow,N
North Platte1,15,11,SYNGENTA NK0760-3111,69.83,8.78,3.73,1.66,1.21,175,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT175$ROW15$RANGE11$SYNGENTA NK0760-3111,Low,Hybrid HIPS,2,Hybrid,Full,17.5,16,4.5,2.6,21.5,21.5,30.4,4.8,165.8,yellow,N
North Platte1,15,13,B73 X PHZ51,71.86,9.63,3.52,0.54,0.82,191,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT191$ROW15$RANGE13$B73 X PHZ51,Medium,Hybrid HIPS,2,Hybrid,Full,17.1,16,4.2,3,25.6,25.6,29.2,4.1,155.6,yellow,N
North Platte1,15,14,LH145 X LH162,71.17,10.35,3.89,0.26,0.87,207,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT207$ROW15$RANGE14$LH145 X LH162,Medium,Hybrid HIPS,2,Hybrid,Full,16,14,3.5,2.2,14.8,14.8,26,NA,104.3,yellow,N
North Platte1,15,15,PHW52 X PHN82,71.24,9.23,4.46,0.45,1.01,223,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT223$ROW15$RANGE15$PHW52 X PHN82,Medium,Hybrid HIPS,2,Hybrid,Full,18,15.5,4.4,2.8,23.1,23.1,34.4,NA,161.4,yellow,N
North Platte1,15,16,2369 X LH123HT,70.6,10.44,3.54,0.95,0.79,239,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT239$ROW15$RANGE16$2369 X LH123HT,Medium,Hybrid HIPS,2,Hybrid,Full,17.2,16.6,4.4,3,23.7,23.7,32.4,4,143.1,yellow,N
North Platte1,15,17,PHK76 X 3IIH6,71.45,8.78,4.89,0.47,1.01,255,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT255$ROW15$RANGE17$PHK76 X 3IIH6,Medium,Hybrid HIPS,2,Hybrid,Full,17.1,15.2,3.5,2.5,17.5,17.5,26.5,NA,124.3,yellow,N
North Platte1,15,18,2369 X PHP02,69.4,10.34,4.41,1.12,1.05,271,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT271$ROW15$RANGE18$2369 X PHP02,Medium,Hybrid HIPS,2,Hybrid,Full,16.4,15.4,4,2.5,19.3,19.3,30.8,4.7,136.4,yellow,N
North Platte1,15,19,LH198 X PHZ51,69.89,10.95,4.61,0.88,1.03,287,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT287$ROW15$RANGE19$LH198 X PHZ51,Medium,Hybrid HIPS,2,Hybrid,Full,16.5,15.6,3.8,2.5,21.7,21.7,29,NA,115.8,yellow,N
North Platte1,15,20,PHP02 X LH185,69.15,9.6,3.47,1.37,1.11,303,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT303$ROW15$RANGE20$PHP02 X LH185,Medium,Hybrid HIPS,2,Hybrid,Full,18.9,18.8,5,3,25.3,25.3,36.8,NA,206.3,yellow,N
North Platte1,15,21,LH123HT X PHB47,69.17,11.51,4,1.39,0.75,319,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT319$ROW15$RANGE21$LH123HT X PHB47,Medium,Hybrid HIPS,2,Hybrid,Full,17.4,16.5,4,2.6,23.2,23.2,29.8,3.9,149.1,yellow,N
North Platte1,15,22,LH74 X PHN82,71.6,9.02,4.1,0.27,0.74,335,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT335$ROW15$RANGE22$LH74 X PHN82,Medium,Hybrid HIPS,2,Hybrid,Full,18.1,16.8,4.5,3,26.6,26.6,32.2,4.2,190.6,yellow,N
North Platte1,15,23,PHN46 X W606S,72.52,8.41,3.37,0.24,0.79,351,NORTH PLATTE$HIPS - FULL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT351$ROW15$RANGE23$PHN46 X W606S,Medium,Hybrid HIPS,2,Hybrid,Full,18.1,15.8,4.6,3,26.5,26.5,33.5,NA,165,orange,N
North Platte1,15,25,B73 X PHN82,72.51,8.71,3.91,0.44,0.91,367,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT367$ROW15$RANGE25$B73 X PHN82,High,Hybrid HIPS,2,Hybrid,Full,16.4,14.4,4.9,3,26.4,26.4,26.9,NA,171.6,yellow,N
North Platte1,15,26,LH123HT X PHB47,68.86,10.89,3.94,1.52,0.89,383,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT383$ROW15$RANGE26$LH123HT X PHB47,High,Hybrid HIPS,2,Hybrid,Full,16.8,16.5,3.9,2.1,21.9,21.9,29.8,4.3,148.9,yellow,N
North Platte1,15,27,PHP02 X PHK56,71.65,8.75,3.71,0.86,0.81,399,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT399$ROW15$RANGE27$PHP02 X PHK56,High,Hybrid HIPS,2,Hybrid,Full,16.1,14.6,4.4,2.9,18.1,18.1,28.6,4.1,145.4,yellow,N
North Platte1,15,28,HOEGEMEYER 8065RR,72.12,8.57,4.5,0.05,0.88,415,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT415$ROW15$RANGE28$HOEGEMEYER 8065RR,High,Hybrid HIPS,2,Hybrid,Full,16,14.6,4.2,2.5,16.8,16.8,34.1,4.1,173.5,yellow,N
North Platte1,15,29,LH82 X PHB47,70.37,10.02,4.69,0.4,0.89,431,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT431$ROW15$RANGE29$LH82 X PHB47,High,Hybrid HIPS,2,Hybrid,Full,16.2,14.2,4.2,2.5,19.1,19.1,24.8,4.7,126.9,yellow,N
North Platte1,15,30,2369 X PHN82,71.21,7.85,3.54,0.79,0.92,447,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT447$ROW15$RANGE30$2369 X PHN82,High,Hybrid HIPS,2,Hybrid,Full,18,16.9,4.8,2.8,28,28,29.4,NA,186.7,yellow,N
North Platte1,15,31,LH82 X W606S,72.42,9.18,4.34,0.19,0.86,463,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT463$ROW15$RANGE31$LH82 X W606S,High,Hybrid HIPS,2,Hybrid,Full,17.1,15.8,4.1,2.6,21.5,21.5,25.9,4.4,132.4,red,N
North Platte1,15,32,HOEGEMEYER 7089 AMXT,72.28,8.73,4.33,0.54,0.96,479,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT479$ROW15$RANGE32$HOEGEMEYER 7089 AMXT,High,Hybrid HIPS,2,Hybrid,Full,19.5,16.8,4.2,2.5,25.8,25.8,33.2,5.2,204.2,yellow,N
North Platte1,15,33,2369 X PHZ51,70.69,9.65,4.13,0.66,0.95,495,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT495$ROW15$RANGE33$2369 X PHZ51,High,Hybrid HIPS,2,Hybrid,Full,17.9,16.6,4.5,3,27.1,27.1,31.2,4.8,174.9,yellow,N
North Platte1,15,34,B105 X 3IIH6,71.85,8.57,4.19,0.21,0.85,511,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT511$ROW15$RANGE34$B105 X 3IIH6,High,Hybrid HIPS,2,Hybrid,Full,16,15,4,2.5,16.3,16.3,28.8,5,135.7,yellow,N
North Platte1,15,35,SYNGENTA NK0760-3111,72.09,9.37,3.98,1.71,1.23,527,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP2$PLOT527$ROW15$RANGE35$SYNGENTA NK0760-3111,High,Hybrid HIPS,2,Hybrid,Full,17.1,16,4.5,2.5,22.6,22.6,30.6,4.1,173.3,yellow,N
North Platte1,16,1,HOEGEMEYER 7089 AMXT,72.67,8.35,3.95,0.55,0.73,16,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT16$ROW16$RANGE1$HOEGEMEYER 7089 AMXT,Low,Hybrid HIPS,2,Hybrid,Full,16.9,15,4.5,2.5,22.4,22.4,32.5,3.9,170.8,yellow,N
North Platte1,16,2,PHP02 X LH145,70.56,10.53,4.29,0.85,0.89,32,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT32$ROW16$RANGE2$PHP02 X LH145,Low,Hybrid HIPS,2,Hybrid,Full,17.6,15.2,4.4,3.1,20.1,20.1,29.1,4.5,126.2,yellow,N
North Platte1,16,3,2FACC X 3IIH6,69.29,8.85,3.88,0.89,0.98,48,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT48$ROW16$RANGE3$2FACC X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,15.4,13.8,4.4,2.8,19.7,19.7,27,4.3,140.2,yellow,N
North Platte1,16,4,PHB47 X 3IIH6,68.27,8.98,3.55,0.91,1,64,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT64$ROW16$RANGE4$PHB47 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,19.2,17.2,4.5,2.9,21.6,21.6,26.4,4.8,172.6,yellow,N
North Platte1,16,5,B14A X MO17,72.63,8.15,4.06,1.13,1.13,80,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT80$ROW16$RANGE5$B14A X MO17,Low,Hybrid HIPS,2,Hybrid,Full,16.5,15.8,3.9,2.5,19.2,19.2,30.2,NA,149.4,yellow,N
North Platte1,16,6,PIONEER 1311 AMXT,72.47,8.62,3.93,0.28,0.76,96,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT96$ROW16$RANGE6$PIONEER 1311 AMXT,Low,Hybrid HIPS,2,Hybrid,Full,16.2,14.8,4.2,2.4,23.6,23.6,36.7,3.8,162.8,yellow,N
North Platte1,16,7,LH195 X 3IIH6,69.71,7.79,4.14,0.6,1.03,112,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT112$ROW16$RANGE7$LH195 X 3IIH6,Low,Hybrid HIPS,2,Hybrid,Full,17.5,16.4,4.2,2.5,21.9,21.9,26.7,5.1,162.2,yellow,N
North Platte1,16,8,2369 X LH123HT,69.55,9.82,3.69,1.16,0.87,128,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT128$ROW16$RANGE8$2369 X LH123HT,Low,Hybrid HIPS,2,Hybrid,Full,15.9,15.2,3.8,2.5,24.8,24.8,27.1,4.2,135.7,yellow,N
North Platte1,16,9,PHN46 X PHB47,72.73,8.44,3.71,0.52,0.67,144,NORTH PLATTE$HIPS - FULL IRRIGATION - LOW NITROGEN$REP2$PLOT144$ROW16$RANGE9$PHN46 X PHB47,Low,Hybrid HIPS,2,Hybrid,Full,15.8,14.9,4.5,2.6,19.2,19.2,31.7,4.4,156,yellow,N
