Person,QR Code,Ear #,Kernel Color,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Kernel Count,Cob Width,Cob Length,Cob Weight,100 Kernel weight,Total Moisture
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1007$Row15$Range32$2369 x PHZ51,1,yellow,4,18.5,14,45,217.67,643,2.5,18,30.39,30.38,4.03
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1007$Row15$Range32$2369 x PHZ51,2,yellow,4,14,16,34,181,537,2.5,16.5,24.86,26.6,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1007$Row15$Range32$2369 x PHZ51,3,yellow,4,15,14,38,153,422,2.5,18.5,24.99,30.4,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1007$Row15$Range32$2369 x PHZ51,4,yellow,4,15.5,16,31,170.7,568,2.5,17.5,26.43,28.44,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot140$Row12$Range9$LH198 x PHZ51,1,yellow,4.5,14.5,16,34,172,462,3,17,26.8,31.1,4.17
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot140$Row12$Range9$LH198 x PHZ51,2,yellow,4,14.5,14,34,152,412,3,16,23.4,32.2,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot140$Row12$Range9$LH198 x PHZ51,3,yellow,4,14.5,14,34,161.3,437,3,16.5,23.3,31.2,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot140$Row12$Range9$LH198 x PHZ51,4,yellow,4.5,13.5,16,31,143.3,368,3,16,23.3,32.6,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot422$Row6$Range29$B73 x 3IIH6,1,yellow,4.5,15.5,20,32,196.5,623,3,17,22.9,27,5.08
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot422$Row6$Range29$B73 x 3IIH6,2,yellow,5,18,20,42,249.7,756,3,19.5,28,30.3,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot422$Row6$Range29$B73 x 3IIH6,3,yellow,5,16,20,35,220,653,3,18,23.9,29.4,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep1$Plot422$Row6$Range29$B73 x 3IIH6,4,yellow,5,16,20,34,192.3,536,3,17.5,23.6,31.1,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot432$Row16$Range29$LH198 x PHB47,1,yellow,4.5,15,14,37,173.5,485,2.5,15.5,23.1,31.7,4.58
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot432$Row16$Range29$LH198 x PHB47,2,yellow,4.5,15.5,14,39,188.3,520,3,16.5,24.6,31.8,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot432$Row16$Range29$LH198 x PHB47,3,yellow,4.5,15.5,14,40,166.5,472,3,16,23.3,30.2,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot432$Row16$Range29$LH198 x PHB47,4,yellow,4.5,13.5,14,34,139.6,427,2.5,15,20,28,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot136$Row8$Range9$PHW52 x LH185,1,yellow,4.5,14.5,12,33,117.4,268,2.5,16.5,16.7,37.6,4.6
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot136$Row8$Range9$PHW52 x LH185,2,yellow,4.5,16,12,37,159,351,2.5,18.5,19.1,39.6,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot136$Row8$Range9$PHW52 x LH185,3,yellow,4.5,15.5,14,35,177.9,432,2.5,18,17.9,37.3,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot136$Row8$Range9$PHW52 x LH185,4,yellow,4.5,16.5,16,31,167.9,427,3,17,20.6,35.5,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot430$Row14$Range29$PHK56 x 3IIH6,1,yellow,4.5,17.5,18,37,196.6,598,3,18,22.9,29.6,4.95
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot430$Row14$Range29$PHK56 x 3IIH6,2,yellow,4.5,16,14,37,154.3,404,3,16.5,20.8,33.4,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot430$Row14$Range29$PHK56 x 3IIH6,3,yellow,4.5,16.5,18,36,171.6,470,3,17.5,21.4,31.2,
AI,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot430$Row14$Range29$PHK56 x 3IIH6,4,yellow,4.5,14.5,20,30,128.4,487,3,16.5,13.8,24.5,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot993$Row1$Range32$PHB47 x LH185,1,yellow,4,14,14,30,123.71,398,2.5,15.5,15.87,26.19,4.83
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot993$Row1$Range32$PHB47 x LH185,2,yellow,4,14,12,37,138.9,420,2.5,14.5,14.86,30.18,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot993$Row1$Range32$PHB47 x LH185,3,yellow,4,14,16,36,140.99,388,2.5,14.5,16.7,27.21,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot993$Row1$Range32$PHB47 x LH185,4,yellow,4,14.5,14,37,117.73,389,2,15,14.95,26.29,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1005$Row13$Range32$LH195 x PHM49,1,Y/O,3.5,11,12,23,88.77,267,2.5,13,14.85,26.19,4.08
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1005$Row13$Range32$LH195 x PHM49,2,Y/O,3.5,14,16,31,137.87,492,2.5,15,21.47,24.47,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1005$Row13$Range32$LH195 x PHM49,3,Y/O,3.5,13.5,14,32,111.77,395,2.5,15,18.28,23.72,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1005$Row13$Range32$LH195 x PHM49,4,Y/O,3.5,13,14,30,101.29,354,2.5,14,18.03,24.25,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot996$Row4$Range32$PHZ51 x LH145,1,YELLOW,3.5,14.5,14,30,117.93,391,2.5,17.5,18.48,24.15,4.01
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot996$Row4$Range32$PHZ51 x LH145,2,YELLOW,3.5,12.5,14,30,111.16,388,2.5,16,19.12,23.23,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot996$Row4$Range32$PHZ51 x LH145,3,YELLOW,3.5,16.5,16,33,141.02,478,2.5,20.5,22.12,24.87,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot996$Row4$Range32$PHZ51 x LH145,4,YELLOW,4,16.5,16,33,163.64,514,2.5,21,24.25,27.41,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot998$Row6$Range32$B14A x Mo17,1,YELLOW,4,12.5,12,32,115.3,325,2,14.5,18.87,31.73,4.4
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot998$Row6$Range32$B14A x Mo17,2,YELLOW,4,13.5,16,34,154.63,431,2.5,15.5,18.88,33.2,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot998$Row6$Range32$B14A x Mo17,3,YELLOW,4,15.5,16,33,174.73,512,2.5,16.5,19.6,29.78,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot998$Row6$Range32$B14A x Mo17,4,YELLOW,4,13,14,30,123.6,319,2,16,17.3,33.05,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot997$Row5$Range32$PHK56 x LH185,1,YELLOW,4.5,16,14,39,179.55,489,2.5,16.5,20.38,32.54,4.9
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot997$Row5$Range32$PHK56 x LH185,2,YELLOW,4,17.5,12,40,180.66,455,2.5,18,21.51,34.88,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot997$Row5$Range32$PHK56 x LH185,3,YELLOW,4.5,18,14,42,216.53,559,2.5,19,25.65,34.71,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot997$Row5$Range32$PHK56 x LH185,4,YELLOW,4.5,15.5,16,35,181.39,539,2.5,16,18.78,30.28,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1004$Row12$Range32$B37 x Mo17,1,YELLOW,3.5,17,12,39,167.01,472,2.5,18.5,23.9,30.24,4.75
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1004$Row12$Range32$B37 x Mo17,2,YELLOW,4,15,14,33,162.14,470,2.5,15,22.67,29.34,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1004$Row12$Range32$B37 x Mo17,3,YELLOW,4,15,14,36,187.05,527,2.5,16.5,28.2,29.65,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1004$Row12$Range32$B37 x Mo17,4,YELLOW,4,15.5,14,41,166.34,540,2.5,16,21.6,25.3,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot999$Row7$Range32$PHN46 x PHK56,1,YELLOW,4,14,12,39,141.54,427,2.5,15.5,16.09,30.44,4.87
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot999$Row7$Range32$PHN46 x PHK56,2,YELLOW,4,12,16,34,147.05,513,2.5,14.5,18.09,23.89,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot999$Row7$Range32$PHN46 x PHK56,3,YELLOW,4.5,12.5,16,35,175.88,526,2.5,15,19.27,28.74,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot999$Row7$Range32$PHN46 x PHK56,4,YELLOW,4.5,15,16,38,189.86,615,2.5,15.5,21.08,27.09,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1008$Row16$Range32$F42 x OH43,1,yellow,4,11,18,20,114.76,346,2.5,13.5,17.34,28.6,4.43
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1008$Row16$Range32$F42 x OH43,2,yellow,4,13,18,24,145.78,408,2.5,15,20.7,30.16,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1008$Row16$Range32$F42 x OH43,3,yellow,4,14,18,31,153.35,465,2.5,16,25.77,27.49,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1008$Row16$Range32$F42 x OH43,4,yellow,4,15.5,18,35,203.13,618,3,17.5,26.3,29.92,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1001$Row9$Range32$F42 x Mo17,1,yellow,4.5,17.5,16,47,229.3,703,2.5,18.5,25.65,28.39,4.62
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1001$Row9$Range32$F42 x Mo17,2,yellow,4,13,14,38,118.84,463,2.5,15.5,16.89,20.77,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1001$Row9$Range32$F42 x Mo17,3,yellow,4,12.5,16,28,115.69,324,2.5,13.5,15.02,31.23,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1001$Row9$Range32$F42 x Mo17,4,yellow,4.5,19,16,49,258.51,772,2.5,20,27.3,31.19,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot995$Row3$Range32$PHB47 x PHJ89,1,yellow,4,15.5,14,42,175.81,493,2.5,17.5,19.02,29.05,4.52
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot995$Row3$Range32$PHB47 x PHJ89,2,yellow,3.5,14,14,34,124.64,434,2,16,13.52,24.72,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot995$Row3$Range32$PHB47 x PHJ89,3,yellow,4,14.5,14,38,147.77,500,2,16.5,14.65,30.27,
CC,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot995$Row3$Range32$PHB47 x PHJ89,4,yellow,4,14,16,35,151.81,536,2,16.5,15.32,25.5,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1506$Row10$Range25$LH145 x LH162,1,Yellow,3.5,13.5,14,33,83.2,363,2.5,18,17.5,18.1,10
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1506$Row10$Range25$LH145 x LH162,2,Yellow,3.5,13.5,14,28,87.4,369,2.5,17,16.4,18.6,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1506$Row10$Range25$LH145 x LH162,3,Yellow,3.5,10.5,14,21,60.2,273,2.5,15.5,13.3,16.8,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1506$Row10$Range25$LH145 x LH162,4,Yellow,3.5,12,12,26,64.6,273,2.5,16,13,17.5,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1507$Row11$Range25$B37 x OH43,1,Yellow,3.5,11.5,16,24,74.8,316,2.5,12.5,12.4,19.5,12.5
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1507$Row11$Range25$B37 x OH43,2,Yellow,3,12.5,14,25,55.5,212,2.5,13,11.6,20.1,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1507$Row11$Range25$B37 x OH43,3,Yellow,3.5,10.5,10,28,57.8,233,2,11.5,9.2,20.4,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1507$Row11$Range25$B37 x OH43,4,Yellow,3.5,7,14,18,26,145,2.5,9.5,4.4,15.4,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1501$Row5$Range25$PHB47 x PHJ89,1,Yellow,4,11.5,14,29,89.7,370,2.5,15,13.7,21.4,10.4
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1501$Row5$Range25$PHB47 x PHJ89,2,Yellow,3.5,10,14,25,56.7,251,2.5,12,10.7,18.4,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1501$Row5$Range25$PHB47 x PHJ89,3,Yellow,3.5,10.5,10,28,52.9,205,2.5,11,9.4,20.3,
ND,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1501$Row5$Range25$PHB47 x PHJ89,4,Yellow,3.5,11,12,26,58,269,2.5,11,9.2,17,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1497$Row1$Range25$PHP02 x LH145,1,yellow,3.5,11,12,18,66.7,213,2.5,13.5,12.7,25,10.8
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1497$Row1$Range25$PHP02 x LH145,2,yellow,3.5,10.5,14,20,68.4,313,3,13.5,14.5,17.1,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1497$Row1$Range25$PHP02 x LH145,3,yellow,3.5,11,12,18,55.1,228,2.5,12,10.9,18.4,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1497$Row1$Range25$PHP02 x LH145,4,yellow,3.5,11,11,27,55.8,204,2.5,14.5,13.7,19.9,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1500$Row4$Range25$PHG39 x PHM49,1,yellow,3.5,12,16,18,95.5,364,2.5,14.5,11.2,22.8,6.5
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1500$Row4$Range25$PHG39 x PHM49,2,yellow,3.5,12,14,20,81.7,343,2.5,14.5,10.1,20.8,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1500$Row4$Range25$PHG39 x PHM49,3,yellow,4,13.5,14,28,118.3,366,2.5,16,14.3,27.4,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1500$Row4$Range25$PHG39 x PHM49,4,yellow,3.5,11.5,14,21,64.2,292,2.5,14.5,8.2,18.8,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1513$Row19$Range25$PHK56 x LH198,1,yellow,3.5,9.5,14,26,60.6,292,2.5,10.5,8.96,17.65,8.8
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1513$Row19$Range25$PHK56 x LH198,2,yellow,3.5,11,14,22,76.2,407,2.5,11,11.35,16.15,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1513$Row19$Range25$PHK56 x LH198,3,yellow,3.5,11.5,14,26,81.08,422,2.5,12.5,12.63,16.51,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1513$Row19$Range25$PHK56 x LH198,4,yellow,4,10.5,16,22,69.63,349,2.5,11.5,11.49,16.91,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1498$Row2$Range25$PHP02 x LH198,1,yellow,3.5,10.5,14,22,74.28,292,2.5,11,9.32,21.75,9.9
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1498$Row2$Range25$PHP02 x LH198,2,yellow,3.5,10.5,14,22,64.76,251,2.5,10.5,9.32,21.56,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1498$Row2$Range25$PHP02 x LH198,3,yellow,4,10.5,15,23,75.38,306,2.5,11,11.15,21.04,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1498$Row2$Range25$PHP02 x LH198,4,yellow,3.5,8,12,16,40.27,144,2.5,8.5,5.62,23.9,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1510$Row16$Range25$2369 x PHN82,1,yellow,4,15,16,32,129.03,580,3,16.5,17.08,19.19,6.5
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1510$Row16$Range25$2369 x PHN82,2,yellow,4,13.5,16,27,98.06,460,3,16,13.19,17.44,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1510$Row16$Range25$2369 x PHN82,3,yellow,4,13,16,24,97.87,458,3,16,13.32,18.52,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1510$Row16$Range25$2369 x PHN82,4,yellow,4,14,14,30,97.27,425,2.5,15.5,14.35,20.02,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1515$Row21$Range25$B84 x 3IIH6,1,yellow,4,14,18,27,102.55,494,3,17,18.19,16.86,7.6
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1515$Row21$Range25$B84 x 3IIH6,2,yellow,4,13,16,28,100.11,436,2.5,16,15.95,18.73,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1515$Row21$Range25$B84 x 3IIH6,3,yellow,4,13,18,28,94.99,432,3,15,16.43,17.62,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1515$Row21$Range25$B84 x 3IIH6,4,yellow,4,12,16,24,74.2,313,2.5,13,12.37,19.33,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1505$Row9$Range25$2369 x 3IIH6,1,yellow,4,15,16,35,121.04,514,2.5,16.5,15.87,19.62,7.1
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1505$Row9$Range25$2369 x 3IIH6,2,yellow,4,12,18,27,94.59,458,3,16.5,12.59,17.64,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1505$Row9$Range25$2369 x 3IIH6,3,yellow,3.5,12,16,29,79.81,397,2.5,15,13.21,16.45,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1505$Row9$Range25$2369 x 3IIH6,4,yellow,3.5,12,16,26,69.56,324,2.5,13,13.18,17.77,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot1000$Row8$Range32$PHK76 x LH198,1,yellow,4,13,16,27,151.2,428,2.5,14.5,20.52,31.02,4.12
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot1000$Row8$Range32$PHK76 x LH198,2,yellow,4,14,12,33,138.01,355,2.5,15.5,20.77,33.15,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot1000$Row8$Range32$PHK76 x LH198,3,yellow,4,13.5,14,33,168.16,450,2.5,15,24.01,32.24,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot1000$Row8$Range32$PHK76 x LH198,4,yellow,4,14,14,35,167.1,479,2.5,14.5,23.44,29.89,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1006$Row14$Range32$LH74 x PHN82,1,yellow,4,15,16,34,154.54,498,2.5,15,20.03,26.96,4.3
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1006$Row14$Range32$LH74 x PHN82,2,yellow,4,14.5,14,33,149.15,418,2.5,16,22.16,31.66,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1006$Row14$Range32$LH74 x PHN82,3,yellow,4,14.5,16,34,150.64,433,2.5,16,23.56,29.42,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1006$Row14$Range32$LH74 x PHN82,4,yellow,4.5,15.5,16,37,204.81,589,2.5,17.5,27.53,30.07,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1003$Row11$Range32$PHK56 x 3IIH6,1,yellow,4,13,16,35,127.57,444,2.5,15.5,15.32,25.83,4.42
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1003$Row11$Range32$PHK56 x 3IIH6,2,yellow,4,12,16,29,133.52,438,2.5,15,17.04,26.53,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1003$Row11$Range32$PHK56 x 3IIH6,3,yellow,4,12,16,27,155.1,384,2.5,15,14.9,25.05,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1003$Row11$Range32$PHK56 x 3IIH6,4,yellow,4,12.5,16,30,126.28,400,2.5,15,15.21,27.62,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot994$Row2$Range32$PHP02 x LH198,1,yellow,4,11.5,16,28,143.39,394,2.5,13,19.82,32.25,4.53
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot994$Row2$Range32$PHP02 x LH198,2,yellow,4,9.5,14,28,110.43,274,2.5,13,18.5,32.72,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot994$Row2$Range32$PHP02 x LH198,3,yellow,4,13,16,32,138.84,478,2.5,13.5,20.35,27.16,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep1$Plot994$Row2$Range32$PHP02 x LH198,4,yellow,4,12,16,31,126.07,360,2.5,13,18.47,30.76,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1002$Row10$Range32$WF9 x H95,1,yellow,4,15,20,34,147.23,482,2.5,15.5,26.3,26.81,4.26
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1002$Row10$Range32$WF9 x H95,2,yellow,3.5,12,16,29,81.33,276,2,12,16.19,23.99,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1002$Row10$Range32$WF9 x H95,3,yellow,3.5,13,16,26,98.2,300,2.5,15.5,19.89,26.57,
cc,North Platte$HIPS - Partial Irrigation - High Nitrogen$Rep2$Plot1002$Row10$Range32$WF9 x H95,4,yellow,3.5,8.5,17,19,55.65,168,2.5,12,13.86,25.04,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1504$Row8$Range25$PHT69 x 3IIH6,1,yellow,4,14,16,31,110.13,508,2.5,16.5,14.17,20.03,6.9
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1504$Row8$Range25$PHT69 x 3IIH6,2,yellow,4,14.5,16,33,94.4,494,2.5,16,12.31,16.64,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1504$Row8$Range25$PHT69 x 3IIH6,3,yellow,3.5,10.5,12,23,56.99,270,2,13,7.14,18,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1504$Row8$Range25$PHT69 x 3IIH6,4,yellow,3.5,14,14,29,87.49,456,2,16,13.56,15.23,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1512$Row18$Range25$B37 x Mo17,1,yellow,3,9,11,17,53.11,172,1.5,11,9.5,25.37,6.7
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1512$Row18$Range25$B37 x Mo17,2,yellow,3.5,11,12,31,88.42,379,2,16,12.99,20.13,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1512$Row18$Range25$B37 x Mo17,3,yellow,4,16,14,46,139.78,610,2.5,18,19.16,19.85,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1512$Row18$Range25$B37 x Mo17,4,yellow,3.5,10.5,12,23,80.93,267,2,13.5,14.45,24.91,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1502$Row6$Range25$B73 x PHZ51,1,yellow,4,12,16,28,99,463,3,15.5,16.43,16.43,8.2
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1502$Row6$Range25$B73 x PHZ51,2,yellow,4,11.5,14,21,81.52,319,2.5,14,13.32,20.4,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1502$Row6$Range25$B73 x PHZ51,3,yellow,4,12,14,22,78.79,365,3,14.5,13.41,17.87,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1502$Row6$Range25$B73 x PHZ51,4,yellow,3.5,10.5,16,25,45.31,288,2.5,12.5,8.43,13.41,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1503$Row7$Range25$Syngenta NK0760-3111,1,yellow,4,14,14,38,123.61,505,2.5,17,17.05,20.68,7.2
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1503$Row7$Range25$Syngenta NK0760-3111,2,yellow,4,13,14,33,88.2,455,2.5,15.5,16.81,16.19,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1503$Row7$Range25$Syngenta NK0760-3111,3,yellow,3.5,10,14,29,67.22,373,2.5,12.5,10.64,15.03,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1503$Row7$Range25$Syngenta NK0760-3111,4,yellow,3.5,13,14,31,88.9,457,2.5,15,12.88,16.35,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1499$Row3$Range25$LH185 x W606S,1,red,3.5,13.5,14,31,70.55,317,2.5,14.5,11.93,17.78,11
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1499$Row3$Range25$LH185 x W606S,2,red,3,11.5,11,29,43.84,282,2,13,7,12.68,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1499$Row3$Range25$LH185 x W606S,3,red,3,11.5,12,28,63.9,301,2.5,14.5,11,16.97,
